,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo,Segundo Máximo,Tercer Máximo,Dif Max-2Max,Dif Max-3Max
-0.0262954387372928,0.000660987333379862,2.7208109428432,6.31516717692271,3.24761659745971,-0.0265672962719834,0.000653951485332781,0.00333347174727244,0.724286434852402,0.90412164875428,6.5833122869996,0,0.906936980947733,7.89125527775844,4.53468490473867,0,4.53468490473867,0,5.4416218856864,5.44162188568639,47.6927744870546,56.7065435480497,,,,,,,,,56.7065435480497,47.6927744870546,7.89125527775844,9.01376906099517,48.8152882702913
0.088625081129179,2.7208109428432,6.32600984447337,4.12157849291649,-0.0271479726428922,0.000653951485332781,0.00333347174727244,0.724286434852402,0.90412164875428,0,6.30085398143628,3.62774792379093,0.510747435271133,40.8524593917932,48.6407373159331,,,,,,,,,,,,,,,,48.6407373159331,40.8524593917932,6.32600984447337,7.7882779241399,42.3147274714597
0.0634924829018079,2.7208109428432,6.32600984447337,2.30770453102102,-0.0258065284817212,0.000653951485332781,0.00333347174727244,-0.0244941866145583,-0.0061569048127924,0.000642387306046038,0.000668634994300621,0.000662516865564006,43.8543753053252,51.5176634069606,,,,,,,,,,,,,,,,,51.5176634069606,43.8543753053252,6.32600984447337,7.6632881016354,45.1916535624872
0.0257935855607511,2.7208109428432,6.31516717692271,0.017090994879266,0.000653951485332781,5.87954425175057,0.00333347174727244,-0.124656765999023,8.46240233747999,7.86529710483334,2.01232203922117,10.7463975300673,5.56424035173427,2.00000000000001,9.25549584758188,8.42671439912071,1.88061034440646,8.21617000488523,51.6328926477776,58.9475019337245,59.8706832879712,,,,,,,,,,59.8706832879712,58.9475019337245,51.6328926477776,0.92318135424663,8.23779064019355
0.088625081129179,2.7208109428432,6.17422810286398,2.30770453102102,-0.0258065284817212,0.000653951485332781,1.57516814851003,2.74491767220324,2.69242371821715,-0.026160735222277,1.81105862970201,8.69357814324685,6.38935026868592,0,8.74174714157774,4.5959941377626,1.00000000000001,1.90693698094774,2.01228714495081,2.02508607253357,4.53468490473866,49.6528532608699,58.6844365738483,,,,,,,,58.6844365738483,49.6528532608699,8.74174714157774,9.03158331297833,49.9426894322705
-0.0262954387372928,0.000660987333379862,2.7208109428432,6.31516717692271,2.34067961651198,0.859232095749883,0.00333347174727244,-0.0335387186823926,-0.0061569048127924,0.000642387306046038,0.000668634994300621,0.000662516865564006,29.9289203712753,38.0059004030291,38.8375228266688,,,,,,,,,,,,,,,,38.8375228266688,38.0059004030291,29.9289203712753,0.831622423639708,8.90860245539349
9.89391700048858,0,3.62774792379094,7.17135041600517,0.859232095749883,0.00333347174727244,-0.0244941866145583,-0.0061569048127924,0.000642387306046038,0.000668634994300621,0.000662516865564006,35.6954079140208,46.0177655453977,46.8375228266688,,,,,,,,,,,,,,,,,46.8375228266688,46.0177655453977,35.6954079140208,0.819757281271087,11.142114912648
8.08004303859311,0,2.7208109428432,6.17135041600517,0.017090994879266,0.000653951485332781,0.00333347174727244,1.61046216719591,0.000642387306046038,6.5833122869996,1.03979909623841,41.7707010258919,49.9635569329103,50.8817367750718,,,,,,,,,,,,,,,,,50.8817367750718,49.9635569329103,41.7707010258919,0.918179842161571,9.11103574918
7.17310605764538,0,2.7208109428432,6.30995263877019,3.30988901441135,0.859232095749883,0.00333347174727244,7.00449297969449,7.00064238730609,8.7414343337812,8.29628724963366,4.58101795310212,0.906936980947734,2.7208109428432,2.7208109428432,0.510747435271133,42.6490214338059,51.651276112546,,,,,,,,,,,,,51.651276112546,42.6490214338059,8.7414343337812,9.00225467874009,42.9098417787648
6.26616907669765,0,3.62774792379094,7.17135041600517,4.21572682584272,-0.0271479726428922,0.000653951485332781,5.50903630923306,6.39344320681257,15.443608139274,15.8225100013741,12.0504978249239,11.4625050516727,3.87744259892528,0,0.906936980947734,6.8851571405309,38.8724200048855,47.640737315933,,,,,,,,,,,,47.640737315933,38.8724200048855,15.8225100013741,8.76831731104755,31.818227314559
