Measure Time,Commanded trajectory,Real trajectory,Curve
2024-09-06 20:18:12.409062,"(71.69, 7.9)","(1814, 2732)","[16  1 19 19 22 20 24 24 22 22 23 22 23 23 20 22 17 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 17 11
 23 21 24 24 21 23 18 20 14 18 19 17 21 20 21 21 26 21 37 32 44 41 45 45
 45 45 42 44 37 39 32 35 28 30 22 22 20 21 18 19 16 17 15 15 13 14 12 13
 12 12 11 11  9 10  9  9]"
2024-09-06 20:18:27.589705,"(50.4, 7.7873)","(1624, 2734)","[16 13 19 19 22 20 24 24 22 23 23 22 23 23 21 23 18 18 18 18 15 17 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 21 11
 34 30 36 36 34 36 29 32 25 26 23 23 21 22 24 21 33 28 42 38 47 45 47 47
 47 47 45 46 41 43 36 38 31 34 25 25 22 24 19 21 17 18 16 17 14 15 13 13
 11 12 11 11 10 10  9 10]"
2024-09-06 20:18:42.564164,"(30.0, 9.0)","(1442, 2720)","[16 11 19 19 19 19 21 21 21 20 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 13 11 25 18
 36 32 40 39 39 39 35 37 30 32 29 29 28 28 28 26 36 32 44 40 49 47 53 52
 53 53 51 52 45 48 37 41 30 33 25 26 21 23 19 20 18 18 17 18 16 16 14 15
 12 13 10 11  9 10  9  9]"
2024-09-06 20:18:57.129939,"(11.69, 7.9)","(1268, 2730)","[16 14 19 19 23 21 22 23 21 20 22 22 21 22 18 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 19 11
 33 29 37 36 36 37 30 33 26 27 27 26 27 27 33 28 43 40 48 46 47 48 47 46
 50 50 49 49 44 46 37 40 34 35 30 32 26 27 25 25 23 24 22 23 20 21 19 20
 17 18 15 16 13 14 11 12]"
2024-09-06 20:19:12.107650,"(-9.6, 7.7873)","(1073, 2733)","[18 19 19 19 24 21 24 24 22 22 23 22 23 23 19 21 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 12  9 16 14 16 16 25 18
 38 34 41 41 39 40 34 37 30 31 29 29 28 27 40 34 48 46 53 51 52 53 50 51
 48 48 47 48 43 45 38 41 33 35 27 28 24 26 22 23 19 20 18 18 16 17 15 16
 13 14 11 12 10 11 10 10]"
2024-09-06 20:19:27.085359,"(-30.0, 9.0)","(815, 2722)","[20 21 19 20 22 20 25 24 24 25 23 23 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 15 11 28 21
 40 37 42 42 40 41 33 36 30 30 29 29 35 31 47 41 54 52 56 56 55 56 52 53
 50 51 48 49 42 45 37 40 29 33 27 28 25 26 22 24 20 21 18 19 16 17 14 15
 11 12  9 10  9  9  9  9]"
2024-09-06 20:19:42.158028,"(-48.31, 7.9)","(560, 2732)","[20 22 19 19 19 19 21 21 21 20 23 22 22 23 19 21 17 18 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 22 15
 34 30 36 36 33 35 28 30 25 25 26 25 32 29 46 40 54 52 56 56 54 55 50 51
 48 49 43 46 36 40 27 33 24 26 21 23 19 20 17 18 15 16 13 14 11 12 11 11
 10 10  9  9  9  9  9  9]"
2024-09-06 20:19:57.143441,"(-69.6, 7.7873)","(266, 2732)","[16  6 19 19 20 19 21 21 21 19 22 22 22 22 19 20 17 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 14 11
 19 17 22 22 21 22 17 19 14 16 13 14 18 13 32 25 41 38 41 42 45 42 46 46
 44 46 39 42 35 37 29 32 22 27 20 21 18 19 16 17 14 15 12 13 11 12 10 10
  9 10  9  9  9  9  9  9]"
2024-09-06 20:20:12.126256,"(-90, 9.0)","(10, 2721)","[17  9 20 20 22 21 24 24 22 24 22 22 21 22 19 20 17 18 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 16  9 18 17 19 19 19 19 14 19 18 18 18 18 26 20 44 36 53 50 54 54 52 53
 48 50 40 45 36 38 33 34 29 31 23 23 21 22 20 20 19 19 18 19 16 17 14 15
 12 12 10 11  9 10  9  9]"
2024-09-06 20:20:46.890989,"(71.69, -12.9)","(1813, 2953)","[16  9 19 19 17 18 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 17 14 26 21 35 30 43 39 44 44 42 44
 37 40 30 33 33 30 39 37 40 40 37 39 31 34 21 27 21 21 21 21 27 25 26 27
 21 25 21 21 27 25 28 28 28 28 27 28 22 26 22 22 21 22 20 21 18 19 16 17
 14 15 12 13 11 12 10 10]"
2024-09-06 20:21:02.063064,"(50.4, -12.7873)","(1623, 2953)","[16 10 19 19 17 18 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 16 11
 31 24 37 35 34 35 41 38 42 42 38 40 36 37 33 35 29 31 26 28 19 25 19 19
 17 18 16 16 23 21 22 22 17 21 17 17 17 17 16 16 15 15 19 17 15 20 15 15
 14 14 13 13 13 13 13 13]"
2024-09-06 20:21:17.036133,"(30.0, -14.0)","(1442, 2965)","[16 11 19 19 17 18 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 15 12 17 16 17 17 14 17 13 14 23 19 31 28 34 33 36 35 37 36 38 36
 40 39 40 40 39 40 38 39 35 36 32 33 28 30 22 27 21 22 19 20 18 19 16 17
 14 15 13 13 12 12 11 11]"
2024-09-06 20:21:31.616388,"(11.69, -12.9)","(1267, 2956)","[16 11 19 19 17 18 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 14  9 18 15 30 24 40 36 44 44 44 44 43 44 43 43 41 42 39 40 38 38 36 37
 33 35 31 32 29 30 28 28 23 28 23 23 22 23 21 22 21 21 27 26 21 26 20 21
 18 19 17 17 16 16 15 15]"
2024-09-06 20:21:47.815128,"(-9.6, -12.7873)","(1062, 2954)","[19  5 24 24 20 22 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 19 10
 31 27 35 34 34 35 28 31 23 25 19 20 13 17 15 12 27 19 37 33 39 39 37 39
 31 36 35 30 45 40 50 48 51 50 53 52 52 52 48 50 44 45 41 42 39 40 37 38
 34 36 30 30 28 29 26 27 26 25 26 26 25 25 23 24 20 22 18 19 17 17 18 17
 18 18 18 18 18 18 16 17]"
2024-09-06 20:22:02.792605,"(-30.0, -14.0)","(815, 2967)","[17 10 19 20 17 18 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 15 10 19 18 18 19 12 17 12 12 11 11 10 10  9 10 13  9 18 16 18 19 17 18
 16 17 16 16 20 18 20 21 14 19 19 18 18 18 16 17 11 15 17 15 20 19 20 20
 19 19 18 18 18 18 28 24 31 31 29 30 24 26 20 22 16 19 14 15 13 13 11 12
 10 11  9 10  9  9  9  9]"
2024-09-06 20:22:17.365925,"(-48.31, -12.9)","(560, 2954)","[17  9 19 20 17 18 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 14 12 12 14 13 12 14 15 13 14 12 13 11 11 10 10 18 14 22 21 22 22
 21 22 24 22 32 28 34 33 31 33 27 29 22 25 14 20 13 14 11 12 10 10 10 10
  9 10  9  9  9  9  9  9]"
2024-09-06 20:22:32.341566,"(-69.6, -12.7873)","(266, 2955)","[17  8 19 20 17 18 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10 23 16 32 28 35 34 33 34 28 31 23 25 18 20 13 16 12 12 10 11  9  9
  7  8  8  7  9  9  9  9]"
2024-09-06 20:23:06.701130,"(90, 12.0)","(1995, 2687)","[20 21 19 20 17 18 18 16 22 22 22 22 22 22 21 22 20 20 18 19 14 16 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 15  9 21 18 23 21 37 30
 46 44 47 48 45 46 43 44 41 42 40 40 42 40 44 43 53 46 64 60 66 65 64 65
 62 63 58 60 54 56 48 51 43 46 38 41 36 36 35 36 35 35 33 34 29 31 25 27
 21 23 18 20 16 17 14 15]"
2024-09-06 20:23:20.663751,"(76.7, 10.7894)","(1862, 2699)","[17 10 20 20 19 19 20 20 21 19 22 22 21 22 17 19 17 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 13  9 13 14 15 11 32 24
 41 39 42 42 38 40 35 37 30 33 27 28 25 26 25 24 38 27 51 46 53 52 50 52
 45 48 41 42 39 40 35 37 30 32 25 26 25 25 25 25 25 25 24 25 22 23 19 21
 16 18 13 15 11 12 10 10]"
2024-09-06 20:23:35.032684,"(61.12, 10.2782)","(1719, 2703)","[17 10 19 20 18 18 22 21 21 21 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 12 11 25 19
 33 31 34 34 31 33 28 29 24 26 23 23 23 23 20 21 30 20 43 38 47 46 46 47
 44 45 43 44 40 42 36 38 29 33 23 24 21 22 21 21 19 20 17 18 15 16 13 14
 11 12 10 10  9 10  9  9]"
2024-09-06 20:23:49.402015,"(45.21, 10.5686)","(1578, 2700)","[17  8 19 20 17 18 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 24 18
 33 31 34 34 31 33 28 30 24 25 22 23 21 22 20 21 31 20 46 40 49 48 47 48
 45 46 43 44 39 41 35 37 29 32 24 24 23 24 23 23 22 23 19 21 17 18 14 15
 12 13 11 11 10 10 10 10]"
2024-09-06 20:24:03.570353,"(30.0, 12.0)","(1442, 2688)","[18 14 21 22 17 19 20 18 22 23 22 22 22 22 20 21 18 19 16 17 14 15 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 12  9 18 15 19 18 29 24
 37 35 37 38 35 36 34 35 33 33 37 34 39 38 40 40 48 40 59 55 60 60 58 59
 55 56 52 54 48 50 43 46 38 41 32 32 31 31 31 31 31 31 29 30 26 27 22 24
 19 20 16 17 14 15 12 13]"
2024-09-06 20:24:17.537149,"(16.7, 10.7894)","(1319, 2698)","[17  5 19 20 17 18 19 17 22 22 22 22 22 22 19 21 17 17 16 17 15 15 14 15
 13 14 11 12 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 14 11 28 21
 38 36 39 40 36 38 33 35 31 32 30 30 29 30 29 29 37 28 50 45 52 51 50 51
 47 48 44 46 39 41 35 37 31 33 27 27 26 26 26 26 25 26 22 23 20 21 17 18
 15 16 13 14 12 12 10 11]"
2024-09-06 20:24:31.897999,"(1.12, 10.2783)","(1159, 2701)","[17  9 19 20 17 18 19 17 21 21 22 22 21 22 18 19 17 17 16 17 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 13 11 29 22
 38 36 39 39 35 37 32 34 28 30 28 28 27 28 26 27 27 26 41 32 47 45 46 46
 45 46 43 44 40 42 36 38 32 34 29 31 25 25 24 25 22 23 19 21 16 18 14 15
 12 13  9 10  9  9  9  9]"
2024-09-06 20:24:46.261561,"(-14.79, 10.5686)","(1013, 2699)","[17 15 19 20 17 18 20 18 23 23 23 23 23 23 21 22 20 20 17 19 15 16 14 14
 12 13 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 29 21
 38 36 39 39 33 36 30 32 27 28 28 27 30 29 30 30 33 30 45 37 49 48 48 49
 47 48 43 45 39 41 35 38 31 33 26 26 25 26 25 25 23 25 21 22 19 20 16 17
 14 15 11 12 10 11  9 10]"
2024-09-06 20:25:00.431358,"(-30.0, 12.0)","(815, 2686)","[25 25 25 26 20 22 24 22 26 27 25 26 27 26 24 25 25 25 23 24 23 23 22 22
 20 21 19 20 17 18 15 16 13 14 11 12 12 12 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 16 13 15 16  9 14  9  9 10  9 13 11 23 16
 36 32 37 38 35 36 34 35 34 34 40 36 44 43 45 44 52 46 61 57 61 62 59 60
 56 57 51 54 47 49 42 44 38 39 33 33 33 33 32 33 30 32 27 28 23 25 20 22
 17 19 14 16 13 14 11 12]"
