Measure Time,Commanded trajectory,Real trajectory,Curve
2024-09-03 13:21:29.167878,"(71.69, 7.9)","(1805, 2758)","[18 17 19 19 22 20 25 24 25 25 25 24 25 25 24 25 21 23 20 20 18 19 16 17
 13 15 11 12 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 14  9 15 15 11 11 11 11
 10 10 10 10 17 15 13 17 14 15 13 14 19 18 21 20 29 22 42 36 49 46 50 50
 49 49 47 48 43 45 38 41 34 36 28 31 23 24 20 22 18 19 16 17 14 15 13 14
 11 12 10 11  9 10  9  9]"
2024-09-03 13:21:45.353924,"(50.4, 7.7873)","(1616, 2759)","[23 25 24 24 25 25 26 26 24 25 24 24 24 24 22 23 19 21 16 18 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 15 14 16 16 15 16 15 15 11 11 10 11
 14  9 17 15 17 17 19 18 20 20 20 20 23 21 26 24 36 29 47 42 54 51 55 55
 54 55 52 54 48 50 44 46 39 41 33 36 26 30 24 25 21 22 18 20 16 17 15 16
 13 14 12 13 11 12 10 11]"
2024-09-03 13:22:00.325816,"(30.0, 9.0)","(1441, 2749)","[17 11 18 19 21 19 21 21 22 21 25 23 25 25 23 24 19 20 16 18 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 16 11 19 19 19 19 19 19 18 18 22 18 36 28 48 43 51 50 51 51
 51 51 49 50 45 47 41 43 37 39 33 35 26 31 24 25 21 23 18 20 16 17 14 15
 13 14 12 13 11 12 10 11]"
2024-09-03 13:22:14.894415,"(11.69, 7.9)","(1304, 2758)","[17 16 22 20 25 24 27 26 25 26 25 25 24 24 22 23 19 21 16 17 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 16 14 22 19 21 21 21 20 21 21 22 21 29 26 37 33 43 40 48 45 53 51
 55 55 53 54 50 52 45 47 40 42 34 37 27 31 25 26 22 23 19 21 16 18 14 15
 13 14 12 12 11 11 10 10]"
2024-09-03 13:22:30.072135,"(-9.6, 7.7873)","(1089, 2761)","[17 15 18 19 24 21 27 26 26 27 25 25 25 25 24 25 22 23 19 20 16 18 13 15
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10 10 11 11 11 11
 10 10 16 14 20 19 19 19 14 18 21 19 27 24 34 30 43 39 50 47 50 50 51 49
 53 53 52 53 48 50 44 46 39 41 34 37 27 31 24 26 22 23 20 21 17 19 15 16
 13 14 12 13 11 11 11 11]"
2024-09-03 13:22:45.043265,"(-30.0, 9.0)","(843, 2748)","[21 22 19 21 19 19 27 24 28 29 28 28 26 27 20 22 19 20 16 18 14 15 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 14  9 22 18 26 24 25 26 23 24 25 23 30 27 35 32 42 37 51 46 53 52 52 52
 51 52 46 49 41 43 38 40 33 36 26 27 24 25 22 23 19 21 17 18 14 15 12 13
 11 12 10 11 10 10 10 10]"
2024-09-03 13:22:59.620519,"(-48.31, 7.9)","(589, 2754)","[17 14 19 19 23 20 25 23 27 26 29 29 28 29 26 27 23 25 18 21 14 16 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10 10 11 11 15 11
 19 16 24 22 26 26 26 26 25 25 23 24 24 23 38 32 48 44 53 51 53 54 51 52
 48 50 42 46 39 41 36 38 32 34 26 27 24 26 22 23 20 21 19 20 17 18 15 16
 13 14 12 13 10 11  9 10]"
2024-09-03 13:23:14.799694,"(-69.6, 7.7873)","(283, 2755)","[19 20 19 19 21 20 24 23 25 24 28 27 28 28 26 27 24 25 20 22 17 19 16 16
 14 15 11 13 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 14 10 14 14 14 14 11 11 14 11
 20 15 27 24 29 28 28 28 27 28 26 27 25 25 36 30 50 44 59 55 59 60 57 58
 52 55 46 49 43 45 40 41 36 38 30 33 26 27 24 25 22 23 19 20 16 18 14 15
 12 13 11 11 10 10  9  9]"
2024-09-03 13:23:29.747476,"(-90, 9.0)","(16, 2744)","[30 32 27 29 24 25 27 25 29 29 28 28 26 27 25 25 24 24 23 23 22 22 21 21
 20 21 17 18 13 15 11 12 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 14 10 14 14 17 15 19 18 19 19
 23 20 28 26 27 27 33 29 41 37 45 43 48 46 51 50 59 53 69 64 71 71 69 71
 66 68 59 63 54 56 50 52 46 48 42 44 36 37 34 35 30 32 27 28 23 25 21 22
 18 20 16 17 15 16 14 15]"
2024-09-03 13:24:04.473892,"(71.69, -12.9)","(1806, 5601)","[17  7 19 19 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 16 14 25 21 35 30 44 40 45 45 43 45
 37 41 32 34 37 34 45 42 45 46 42 44 34 38 32 32 36 33 37 37 34 36 26 31
 26 26 25 26 24 24 24 24 24 24 24 24 24 24 23 23 21 22 19 20 17 18 15 16
 13 14 12 13 12 12 11 12]"
2024-09-03 13:24:20.151131,"(50.4, -12.7873)","(1616, 2978)","[17  9 19 19 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 16  9 20 18 20 20 23 20
 33 29 39 37 39 39 40 38 43 43 42 42 40 41 38 39 34 36 29 31 27 28 22 27
 22 22 28 26 29 29 26 28 22 23 21 21 20 20 18 19 17 17 17 17 15 16 14 14
 14 14 13 13 12 12 11 11]"
2024-09-03 13:24:35.127243,"(30.0, -14.0)","(1440, 2989)","[17 15 19 19 19 19 18 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 16 14 18 18 17 18 14 16 13 14 26 20 41 35 48 46 50 50 49 49 48 48
 48 48 48 48 45 46 41 43 37 39 34 35 26 32 25 26 23 24 20 22 18 19 16 17
 15 16 14 14 13 13 13 13]"
2024-09-03 13:24:49.892118,"(11.69, -12.9)","(1304, 2979)","[17 11 19 19 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 16 13 19 18 20 20
 21 21 20 20 27 23 40 34 46 44 47 47 47 47 45 46 42 43 41 41 42 42 41 42
 37 40 35 35 34 34 34 34 33 34 29 31 27 26 31 30 26 31 25 25 25 25 23 24
 21 22 18 20 16 17 15 15]"
2024-09-03 13:25:05.068135,"(-9.6, -12.7873)","(1088, 2978)","[19  9 23 23 21 22 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 13 10 22 17
 33 29 37 36 35 36 30 33 24 27 19 21 13 13 12 13 11 11 20 15 21 21 21 21
 19 20 31 22 47 39 55 52 57 57 57 57 55 56 51 54 44 48 39 41 36 37 35 36
 33 34 28 28 29 29 29 29 29 29 28 29 26 27 25 25 22 24 20 21 18 19 18 18
 18 18 17 18 17 17 15 16]"
2024-09-03 13:25:20.046023,"(-30.0, -14.0)","(842, 2990)","[17 11 19 20 18 18 18 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 17 10 21 20 19 20 17 18 12 16 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 15 14 15 15 20 18 22 22 20 21 18 19 16 17 12 16 12 12 12 12 12 12
 12 12 22 17 28 25 27 28 26 26 24 25 21 23 15 19 14 15 13 14 12 13 11 11
 10 10  9  9  9  9  9  9]"
2024-09-03 13:25:34.618779,"(-48.31, -12.9)","(587, 2978)","[18 17 19 19 18 18 18 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 16 14 12 16 13 12 14 15 13 14 12 13 11 11 14 10 22 18 23 23 21 22
 21 19 29 24 37 33 40 39 38 40 33 36 25 29 17 22 16 17 14 15 12 13 11 12
 10 10  9 10  9  9  9  9]"
2024-09-03 13:25:49.800729,"(-69.6, -12.7873)","(283, 2976)","[17  5 19 19 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10 16 15 16 16
 24 16 36 30 41 39 40 40 35 38 29 32 25 27 21 23 16 19 14 15 13 13 11 12
 10 10  9  9  9  9  9  9]"
2024-09-03 13:26:24.131286,"(90, 12.0)","(1995, 5601)","[38 40 35 37 28 31 26 27 25 26 30 26 32 31 31 31 30 31 29 30 28 29 26 27
 25 26 23 24 21 22 19 20 18 18 17 17 15 16 13 14 12 12 11 11 10 11 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 10 10 10 10 16 15 19 18 29 24
 35 33 38 36 39 38 41 38 51 47 56 54 59 57 62 60 67 63 74 71 76 75 73 75
 68 71 63 65 60 61 56 58 52 54 48 50 42 42 39 40 35 37 32 33 28 30 25 26
 22 23 19 20 18 18 17 17]"
2024-09-03 13:26:38.593652,"(76.7, 10.7894)","(1856, 2714)","[36 38 33 35 27 30 26 26 24 26 29 24 29 29 30 29 30 31 28 29 27 28 24 25
 23 24 21 22 19 20 17 18 15 16 14 14 12 13 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 15 12 17 16 16 17 15 16 16 15 19 17 21 20 25 23
 32 29 36 34 36 36 38 35 47 43 53 51 57 55 59 58 64 61 71 68 73 73 72 73
 68 70 63 66 59 61 56 57 52 54 47 50 41 45 38 40 35 37 31 33 27 29 23 25
 20 22 18 19 16 17 15 15]"
2024-09-03 13:26:52.956576,"(61.12, 10.2782)","(1710, 2718)","[32 35 30 32 25 27 25 25 23 25 25 23 27 26 29 28 29 30 27 28 25 26 23 24
 20 22 18 19 15 16 12 13 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 15 15 15 15 16 15 18 17 19 19 23 21
 27 25 31 29 31 31 34 31 43 39 49 47 53 51 56 55 61 57 68 64 70 69 69 70
 66 68 62 65 58 60 54 56 50 52 46 48 39 44 36 38 33 35 29 31 25 27 21 23
 18 20 16 17 15 15 14 14]"
2024-09-03 13:27:07.316742,"(45.21, 10.5686)","(1572, 2715)","[33 36 31 33 24 27 24 24 23 25 28 24 30 29 30 30 30 31 29 29 27 28 25 26
 23 24 21 22 19 20 17 18 15 16 13 14 12 13 12 12 12 12 11 11 10 10 10 10
 11 10 17 16 16 16 12 16 17 12 17 17 11 16 12 12 12 12 12 12 19 18 24 22
 30 28 34 32 34 34 36 33 45 41 50 48 54 52 57 55 62 58 68 65 70 69 68 69
 65 67 61 63 57 59 53 55 49 51 45 47 39 40 36 38 33 35 29 31 26 28 23 25
 20 22 18 19 16 17 15 16]"
2024-09-03 13:27:21.480473,"(30.0, 12.0)","(1441, 2700)","[35 38 33 34 27 30 26 27 26 26 26 25 27 26 28 28 28 28 27 28 26 27 24 25
 21 23 18 20 15 16 12 13 11 11 11 11 12 12 12 12 12 12 11 11 16 16 10 15
 11 11 16 16 11 16 12 12 12 12 12 12 12 12 13 13 13 13 13 13 23 20 27 25
 30 28 34 32 35 35 40 36 50 46 54 53 58 56 60 59 66 61 75 70 76 76 73 75
 67 71 61 64 58 59 54 56 51 53 46 48 40 41 37 39 32 34 28 30 24 26 21 23
 18 19 15 16 13 13 12 12]"
2024-09-03 13:27:35.431928,"(16.7, 10.7894)","(1351, 2710)","[35 37 32 34 26 29 25 26 24 25 30 25 31 31 31 31 31 31 29 30 28 29 27 27
 25 26 23 24 21 22 19 20 18 19 16 17 14 15 12 13 12 12 11 12 11 11 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 11 11 15 11 17 16 21 19 24 22 26 24
 32 30 36 34 36 36 38 35 47 43 51 50 55 53 58 56 63 59 70 66 71 71 69 70
 64 66 59 61 56 57 52 54 48 50 44 46 38 39 35 37 31 33 28 30 25 27 23 24
 20 21 18 19 16 17 15 16]"
2024-09-03 13:27:49.800802,"(1.12, 10.2783)","(1200, 2715)","[34 36 32 33 24 28 24 24 24 25 30 25 32 32 32 32 31 32 30 30 28 29 27 27
 26 26 24 25 22 23 20 21 18 19 15 17 13 14 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 15 12 16 16 10 15 10 10 10 10 16 15 18 17 23 20
 30 27 35 32 36 36 36 34 44 41 49 47 52 50 55 53 60 57 67 63 68 68 65 67
 61 63 56 59 53 55 50 51 46 48 41 43 36 37 33 35 29 31 25 27 23 24 21 22
 19 20 17 18 16 17 15 15]"
2024-09-03 13:28:04.158043,"(-14.79, 10.5686)","(1031, 2711)","[35 37 33 34 25 29 25 25 24 26 31 26 33 32 32 32 31 32 30 31 29 29 27 28
 26 27 25 26 23 24 21 22 20 21 17 19 14 16 12 13 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 16 16 11 16 11 11 11 11 17 16 20 19 24 22
 30 26 36 33 36 36 37 34 45 42 49 48 53 51 56 54 61 58 67 64 69 68 66 68
 61 63 56 59 53 55 50 52 47 48 42 44 37 38 34 36 31 32 27 29 23 25 21 22
 18 20 16 17 14 15 14 14]"
2024-09-03 13:28:18.825379,"(-30.0, 12.0)","(841, 2696)","[30 32 28 29 23 25 24 23 26 26 27 26 26 26 25 26 25 25 24 25 23 24 21 22
 19 21 16 18 13 14 11 12 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 10 10 10 10 10 10 16 11 19 17
 24 21 29 27 28 28 35 31 44 41 49 47 52 51 55 54 61 56 70 66 73 72 71 72
 67 69 61 64 56 58 52 54 48 50 44 46 38 42 36 37 32 34 28 30 24 26 21 22
 19 20 17 18 15 16 14 15]"
