Measure Time,Commanded trajectory,Real trajectory,Curve,az LS,2893,el LS,2396
2024-09-11 19:35:20.345233,"(61.12, 20.5565)","(2413, 2615)","[17 10 19 19 19 19 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 15 14 15 15
 11 14 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 18 10 34 27 43 40 43 44
 39 42 34 36 31 32 27 29 24 26 20 22 15 16 13 14 11 12 10 11  9  9  8  8
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:35:33.498859,"(53.05, 20.6462)","(2300, 2616)","[17 10 19 19 19 19 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 15 13 15 16
 11 14 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 23 17 34 29 37 36
 35 36 31 34 27 29 23 25 20 21 15 15 14 14 12 13 11 12 10 11  9  9  8  8
  7  8  8  7  9  9  9  9]",,,,
2024-09-11 19:35:46.651769,"(45.21, 21.1372)","(2196, 2615)","[17 11 19 19 19 19 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 15 10 25 20 33 29 36 35
 34 36 30 32 26 28 23 24 19 21 14 14 13 14 12 12 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:36:00.820921,"(37.85, 22.0027)","(2103, 2624)","[17 10 19 19 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 15 10 26 20 36 32 38 38
 36 38 31 34 24 28 20 22 14 18 13 14 12 12 11 11 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:36:13.970756,"(30.0, 24.0)","(2011, 2605)","[17  8 19 19 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 27 17 38 33 39 39
 37 39 32 35 26 29 22 24 18 20 14 15 13 14 12 12 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:36:27.938625,"(23.71, 22.6365)","(1942, 2614)","[17  5 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 15 11 21 18 27 24 33 30 36 35
 35 36 31 33 27 29 22 24 15 19 14 14 12 13 11 11 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:36:41.098680,"(16.7, 21.5788)","(1873, 2622)","[17 15 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 14 11 22 18 31 26 36 34 34 35
 31 32 28 29 26 27 22 24 18 20 14 15 13 13 12 12 11 12 10 11  9  9  9  9
  9  9  9  9  9  9  9  9]",,,,
2024-09-11 19:36:54.253304,"(9.1, 20.8733)","(1802, 2630)","[17 11 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 17 11 26 21 37 32 43 40 42 43
 39 41 33 37 27 30 23 25 17 21 16 16 14 15 12 13 11 12 10 11  9 10  8  9
  7  8  8  7  9  9  9  9]",,,,
2024-09-11 19:37:07.408324,"(1.12, 20.5565)","(1732, 2635)","[17  5 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 18 16 19 18 26 19 37 32 41 40 39 40
 36 38 30 34 25 27 20 22 16 19 15 16 14 15 13 13 11 12 10 11 10 10  9  9
  9  9  8  8  9  9  9  9]",,,,
2024-09-11 19:37:21.576971,"(-6.95, 20.6461)","(1685, 2634)","[17  9 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 24 10 36 31 39 38 36 38
 31 33 28 29 25 27 22 23 19 21 15 15 13 14 12 12 11 12 10 11  8  9  8  8
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:37:34.727572,"(-14.79, 21.1372)","(1627, 2629)","[17  6 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 12 11 24 15 37 31 42 40 41 42
 37 40 32 35 27 30 22 24 16 20 15 15 14 14 12 13 11 12 10 11  9 10  9  9
  8  9  8  8  9  9  9  9]",,,,
2024-09-11 19:37:48.892476,"(-22.15, 22.0027)","(1568, 2622)","[17 12 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 22 10 39 31 48 44 49 49
 47 49 41 44 35 38 30 32 26 28 23 24 18 19 17 18 14 15 12 13 10 11  9 10
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:38:03.052549,"(-30.0, 24.0)","(1506, 2598)","[21 22 19 21 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 15 10 34 22 49 43 54 52
 53 54 48 51 44 46 38 41 33 36 27 30 21 25 19 20 15 17 12 14 10 11  9  9
  8  8  8  8 13  9 15 14]",,,,
2024-09-11 19:38:16.011501,"(-36.29, 22.6365)","(1458, 2568)","[19 20 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 31 18 49 40 57 54
 57 58 54 56 47 51 41 44 34 38 27 30 21 22 18 19 16 17 14 15 12 13 10 11
  9  9  8  8  9  9 13  9]",,,,
2024-09-11 19:38:29.169885,"(-43.3, 21.5787)","(1398, 2576)","[19 19 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 17 14 17 18 11 17 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 29 18 46 38 53 50
 53 54 49 52 44 46 39 41 31 36 25 28 20 21 18 19 15 16 13 14 12 12 10 11
  9 10  9  9 15 13 17 17]",,,,
2024-09-11 19:38:42.316113,"(-50.9, 20.8733)","(1332, 2578)","[19 20 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 12 10 17 15 18 18 17 17 10 16
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 13 11 17 15 37 23 53 46 57 56
 56 57 50 54 42 46 35 39 28 32 21 21 19 20 16 17 13 14 11 12 10 10  9  9
  9  9  9  8 16 14 16 16]",,,,
2024-09-11 19:38:55.463707,"(-58.88, 20.5565)","(1260, 2582)","[18 17 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 16 11 25 18 43 33 56 50 60 59
 59 60 53 56 44 49 35 40 29 32 22 23 19 20 16 17 13 14 11 12 10 10  8  9
  8  8 15 13 18 17 17 18]",,,,
2024-09-11 19:39:09.632551,"(-66.95, 20.6462)","(1184, 2581)","[17 13 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 15 10 26 21 30 30 29 30 26 28 23 24
 20 21 17 19 13 13 13 13 14 15 13 14 13 13 23 17 32 29 40 36 51 46 55 54
 52 54 46 50 39 42 31 35 22 26 19 20 16 17 13 15 11 12 10 11  9  9  9  9
 15  9 19 17 21 21 20 21]",,,,
2024-09-11 19:39:22.785414,"(-74.79, 21.1372)","(1102, 2576)","[18 17 19 20 19 19 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 12 10 27 21 32 31 32 33 29 31 24 26
 20 22 18 19 12 17 13 12 14 15 13 14 22 18 30 25 39 35 42 42 42 42 48 46
 47 48 42 45 36 39 28 32 21 24 18 20 15 17 13 14 13 13 13 13 13 13 13 13
 12 12 18 15 22 20 23 23]",,,,
2024-09-11 19:39:35.933526,"(-82.15, 22.0027)","(1015, 2571)","[17  5 19 20 19 19 18 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 12 10 17 16 19 19 18 19 16 17
 16 16 15 15 12 15 13 12 14 15 13 14 26 19 29 29 36 28 42 41 41 42 46 44
 46 47 44 46 40 42 34 37 28 31 21 22 19 20 15 17 13 14 11 12 10 11  9  9
  8  8  8  8 17 14 22 20]",,,,
2024-09-11 19:39:49.087076,"(-90, 24.0)","(915, 2546)","[17 15 19 20 19 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 17 13 20 20 18 19 11 17 10 11
  9  9  9  9 12 11 13 12 14 15 21 18 27 24 30 29 31 29 42 34 50 46 50 51
 48 49 46 47 43 45 38 41 31 34 23 24 21 22 18 20 16 17 13 15 11 12 10 11
  9  9  9  9  9  9  9  9]",,,,
2024-09-11 19:40:26.494899,"(83.71, -27.6365)","(2748, 3150)","[17  9 19 20 19 19 18 18 20 19 22 22 21 22 20 19 26 23 28 28 25 27 23 24
 21 22 18 20 16 17 15 15 17 15 20 19 18 19 15 17 14 14 25 20 29 28 30 30
 30 30 28 29 25 26 18 23 17 18 14 15 11 12  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 17 10 19 19 18 19 17 17 18 17 18 19 17 18 15 16 11 15 10 11 10 10 10 10
 10 10 10 10 10 10  9  9]",,,,
2024-09-11 19:40:39.649159,"(76.7, -26.5787)","(2646, 3141)","[17 10 19 20 19 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 12 11 13 13 12 13 12 12 12 12 20 14 25 23 26 25
 30 27 31 31 30 31 26 28 21 23 14 15 12 13 11 11 10 10 10 10 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10 11  9
 19 15 23 22 23 24 23 23 26 23 28 28 27 27 26 26 26 26 24 25 21 23 14 19
 13 14 11 12 10 11  9 10]",,,,
2024-09-11 19:40:53.817734,"(69.1, -25.8733)","(2531, 3138)","[17 12 19 20 19 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 11 11 11 11 12 11 14 13 13 14 12 12 12 12 11 11 14 10 28 21
 38 36 39 40 36 38 30 33 24 27 19 21 15 15 13 14 11 12 11 11 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 14 13 16 16 10 15 19 16 22 20 23 23
 21 22 19 20 17 18 19 17 26 24 28 28 25 26 25 25 24 25 22 23 21 21 15 20
 14 15 11 13 10 11  9  9]",,,,
2024-09-11 19:41:06.972094,"(61.12, -25.5566)","(2413, 3136)","[17  5 19 20 19 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 12 10 12 12 12 12 12 12 11 11 19 14 34 27
 43 40 45 44 43 44 38 41 30 33 24 27 17 22 15 16 12 13 11 11 11 11 10 11
  9  9  9  9 12 11 13 12 17 15 23 21 22 23 21 21 24 22 24 25 21 22 26 24
 26 27 26 26 28 27 28 28 27 28 24 26 22 23 17 22 17 17 17 17 17 17 16 17
 15 16 13 14 11 12 10 10]",,,,
2024-09-11 19:41:20.126178,"(53.05, -25.6462)","(2300, 3136)","[17  4 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 14 10
 27 20 37 32 41 39 40 41 36 39 29 33 23 26 15 20 14 14 12 13 11 12 10 11
  9 10  9  9 12 11 16 12 30 24 36 34 35 35 32 33 34 33 35 35 34 34 31 32
 28 29 27 27 26 27 23 25 19 22 17 18 17 17 17 17 16 17 14 15 13 13 12 12
 10 11  9 10  9  9  9  9]",,,,
2024-09-11 19:41:33.781740,"(45.21, -26.1372)","(2197, 3140)","[17  9 19 20 20 19 22 22 21 21 22 22 21 22 18 19 16 17 16 16 14 15 13 13
 12 12 11 11 11 10 14 12 18 16 20 20 18 19 15 16 13 14 11 12 10 10 10 10
 11 10 25 18 35 31 38 37 36 37 35 36 35 35 32 34 27 29 23 25 17 22 16 17
 14 15 12 13 16 12 26 21 33 31 35 35 33 34 33 32 36 35 36 36 32 34 28 30
 24 26 20 20 20 20 18 19 18 18 18 18 18 18 17 18 15 16 13 14 11 12 10 10
  9  9  8  8  9  9  9  9]",,,,
2024-09-11 19:41:46.940618,"(37.85, -27.0026)","(2105, 3148)","[17  5 19 20 18 19 18 18 20 19 22 22 21 22 18 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 16 12 24 20 31 28 35 33 36 36 34 36 30 33 26 28 23 24
 21 22 16 16 18 16 22 21 22 23 24 23 27 25 27 27 26 26 25 25 25 25 24 24
 19 23 18 19 18 18 18 18 17 18 17 17 16 16 15 16 14 15 13 14 13 13 13 13
 13 13 13 13 12 12 12 12]",,,,
2024-09-11 19:42:01.110646,"(30.0, -29.0)","(2013, 3169)","[17  8 19 20 19 19 23 22 23 24 23 23 22 22 20 21 18 19 16 17 14 15 13 13
 12 12 13 12 17 15 17 17 14 16 12 13 12 12 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 17 15 23 20 30 27 35 33 35 36 34 35 32 33
 29 31 25 27 21 23 16 20 15 16 15 15 14 15 14 14 14 14 21 18 23 22 22 22
 21 21 20 21 15 15 15 15 15 15 14 15 13 14 12 13 12 12 12 12 11 11 10 10
 18 10 21 21 21 21 19 20]",,,,
2024-09-11 19:42:14.560466,"(23.71, -27.6365)","(1944, 3159)","[17  7 19 20 21 20 23 23 22 23 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 15 13 15 16 13 14 11 12 12 12 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 15 10 18 18 17 18 16 16 16 16 19 18
 21 20 26 24 29 28 29 29 29 29 29 29 29 29 28 29 25 27 21 23 17 17 16 16
 14 15 13 14 12 13 11 11 11 11 11 11 11 11 12 11 12 12 11 12 13 11 18 15
 19 19 17 18 12 17 12 12]",,,,
2024-09-11 19:42:27.714835,"(16.7, -26.5788)","(1875, 3152)","[17 13 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 13 11 13 13 12 13 10 11 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 23 17 29 27 29 29 27 28 27 27 31 29 31 31
 29 30 26 27 27 26 33 30 37 37 36 37 33 35 30 31 30 30 31 31 30 31 27 29
 21 25 20 21 20 20 19 19]",,,,
2024-09-11 19:42:40.861123,"(9.1, -25.8733)","(1804, 3150)","[17  3 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 14 10 30 23 39 36 40 40 38 39 32 35
 28 29 30 28 33 32 32 32 33 32 33 34 31 32 36 33 39 39 39 39 38 38 36 37
 37 37 36 37 34 35 35 35 36 36 36 36 34 35 36 34 40 38 39 40 38 38 38 38
 36 37 30 30 30 30 29 30]",,,,
2024-09-11 19:42:54.008314,"(1.12, -25.5565)","(1734, 3146)","[18 17 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 11 10 25 18 35 32 36 36 33 34 30 31
 38 30 51 45 55 53 54 55 55 53 56 56 53 54 59 56 61 61 56 59 53 54 50 52
 48 49 44 46 42 43 42 41 43 43 42 43 35 39 33 34 31 32 30 31 29 29 28 29
 26 26 25 25 25 25 25 25]",,,,
2024-09-11 19:43:08.178741,"(-6.95, -25.6462)","(1693, 3146)","[17  7 19 20 20 19 19 20 21 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 12 10 19 16 22 22 21 22 22 20
 33 25 45 40 49 48 48 49 51 47 54 53 52 53 51 51 52 52 51 52 48 50 43 45
 41 42 38 40 30 37 35 30 37 36 36 37 31 31 31 31 31 31 37 36 37 37 36 37
 31 34 31 31 28 30 24 26]",,,,
2024-09-11 19:43:21.334359,"(-14.79, -26.1372)","(1628, 3151)","[17 11 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 12 12 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 20 14 34 28 39 38 39 40 36 38 31 33
 34 30 43 39 50 47 52 51 51 52 48 50 43 45 41 42 37 39 33 35 27 32 27 27
 27 27 27 27 28 27 37 33 41 41 39 40 35 37 34 34 36 34 37 37 36 36 36 35
 36 36 33 35 27 29 24 26]",,,,
2024-09-11 19:43:34.483887,"(-22.15, -27.0027)","(1569, 3159)","[22 24 19 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 18 14 37 27 52 45 58 56 58 59 56 57 51 53
 54 49 62 58 64 64 62 64 57 60 51 54 49 50 48 49 48 48 47 47 45 46 40 42
 36 38 35 35 35 35 34 35 32 34 28 30 25 27 24 25 23 23 30 27 31 31 29 30
 24 29 24 24 23 23 22 22]",,,,
2024-09-11 19:43:47.641338,"(-30.0, -29.0)","(1506, 3176)","[17  7 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 12 10 18 14 25 24 25 26 24 25 22 23
 22 21 26 24 28 27 33 31 33 34 30 32 28 29 26 27 23 24 21 22 17 17 16 17
 15 16 14 15 14 14 14 14 14 14 14 14 24 19 33 29 35 35 30 33 37 33 41 39
 41 42 37 39 35 36 32 34]",,,,
2024-09-11 19:44:01.604686,"(-36.29, -27.6365)","(1458, 3165)","[17 13 19 20 19 19 22 22 22 22 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 19 12 21 21 21 21 20 21 19 20 17 18 16 17 10 15 10 10
 10 10 11 11 11 11 10 10 10 10  9 10  9  9 11 10 11 12 19 16 28 24 34 32
 36 36 35 36 31 33 24 28]",,,,
2024-09-11 19:44:14.756954,"(-43.3, -26.5787)","(1398, 3154)","[27 27 27 28 21 24 22 21 22 23 26 23 28 27 27 27 27 27 26 27 26 26 25 25
 23 24 22 23 20 21 19 20 17 18 16 17 13 14 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 15 11
 14 15 12 13 14 11 18 17 14 19 13 14 17 17 16 17 16 16 18 16 18 18 16 17
 18 16 20 19 19 20 18 19 13 18 13 13 13 13 17 13 24 20 29 27 30 30 28 29
 24 26 20 21 16 16 13 15]",,,,
2024-09-11 19:44:27.905061,"(-50.9, -25.8733)","(1333, 3146)","[17 15 19 20 22 20 25 24 23 24 22 22 22 22 20 21 17 18 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 14  9 15 14 17 16 18 18 14 19 13 14 12 13 11 11 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 18 15 30 25 37 34 38 38 36 37 33 35
 29 31 24 26 17 22 16 17]",,,,
2024-09-11 19:44:41.052859,"(-58.88, -25.5565)","(1261, 3143)","[17  9 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9  8  8  8  8  8  8  8  8 19 15 27 23 31 30 31 31 28 29 25 26
 22 24 18 20 13 14 12 12]",,,,
2024-09-11 19:44:55.229460,"(-66.95, -25.6462)","(1184, 3143)","[17  5 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9  8  8  8  8  8  8  8  8 14 12 21 17 28 25 29 29 27 28 23 25
 19 21 12 13 11 12 10 10]",,,,
2024-09-11 19:45:08.386922,"(-74.79, -26.1372)","(1102, 3150)","[17  6 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9  8  8 10  7 12 12 11 11 11  7 21 16 30 25 35 33 35 35 32 34
 26 29 21 23 14 18 12 13]",,,,
2024-09-11 19:45:22.553027,"(-82.15, -27.0027)","(1016, 3157)","[17  5 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9  8  8  8  8  8  8  8  8  8  7 11 10 24 12 36 32 38 37 36 37
 31 34 26 28 22 24 15 20]",,,,
2024-09-11 19:45:59.728575,"(90, 27.0)","(2833, 2576)","[17  9 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10 29 21 35 33
 34 35 30 33 25 27 21 23 17 19 12 13 11 12 11 11 11 12 10 11  8  9  8  8
  8  8  8  8  9  9  9  9]",,,,
