Measure Time,Commanded trajectory,Real trajectory,Curve
2024-09-02 19:44:30.191392,"(11.69, -12.9)","(1276, 3019)","[18 16 19 20 17 18 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 15 11
 15 15 18 16 29 23 39 35 41 42 40 41 42 41 43 43 42 43 39 41 36 38 32 34
 30 30 29 29 32 30 39 37 38 39 36 37 33 35 31 32 26 30 25 26 25 25 24 24
 23 23 21 22 20 20 20 20]"
2024-09-02 19:44:45.368919,"(-9.6, -12.7873)","(1084, 3020)","[19 10 22 22 18 20 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 16 10
 28 24 32 31 31 32 26 28 21 23 17 19 12 16 12 12 23 12 35 30 36 36 34 36
 31 32 37 32 47 43 48 48 50 47 52 51 51 52 48 50 44 46 41 42 39 40 36 38
 33 35 28 29 27 28 25 26 25 25 25 25 25 25 25 25 24 24 23 24 22 23 20 21
 17 19 15 16 13 14 12 12]"
2024-09-02 19:45:00.347278,"(-30.0, -14.0)","(830, 3028)","[16 10 18 19 17 17 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 18 16 17 18 12 16 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 17 14 21 20 21 21
 19 20 17 18 19 18 25 23 27 27 25 26 21 23 15 19 14 14 12 13 10 11  9  9
  8  9  8  8  9  9  9  9]"
2024-09-02 19:45:14.920674,"(-48.31, -12.9)","(575, 3020)","[16  9 18 19 17 17 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 13  9 15 14 12 14 13 12 14 15 26 17 36 32 41 39 42 42 41 41 42 42 41 42
 36 39 34 35 32 33 30 31 28 29 24 26 20 21 19 20 17 18 15 16 13 14 12 12
 11 11 10 10  9 10  9  9]"
2024-09-02 19:45:29.916148,"(-69.6, -12.7873)","(277, 3019)","[16  6 18 19 17 17 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 14 11 18 15 23 21 23 23 21 22
 19 20 28 22 36 32 38 38 35 37 29 33 23 26 16 21 14 16 12 13 11 12 10 10
  8  9  8  8  9  9  9  9]"
2024-09-02 19:46:04.247421,"(90, 12.0)","(2001, 5600)","[17 13 18 19 17 17 20 18 22 22 22 22 23 23 20 21 17 17 16 16 14 15 13 14
 12 13 11 12 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 21 19 28 25 33 30 45 36 58 53 61 60 60 61
 58 59 56 57 51 53 45 48 38 41 33 35 27 28 24 25 20 22 16 18 14 15 13 14
 12 12 11 11  9 10  9  9]"
2024-09-02 19:46:18.714250,"(76.7, 10.7894)","(1866, 2764)","[16 13 18 19 22 19 25 24 24 25 23 23 23 23 22 23 21 22 20 21 19 19 17 18
 15 16 12 14 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 15 13 25 18 38 33 46 43 49 48 48 49
 47 48 45 46 42 44 37 40 31 33 26 28 22 23 20 21 18 19 16 17 15 15 14 14
 12 13 11 12 10 10  9 10]"
2024-09-02 19:46:34.097456,"(61.12, 10.2782)","(1722, 2770)","[18 19 18 19 20 19 25 23 23 24 23 23 22 22 22 22 20 21 18 19 16 17 14 15
 12 13 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 16 13 24 19 32 30 41 36 49 45 51 51
 51 51 49 50 42 45 35 38 28 31 22 22 20 21 17 19 15 16 13 13 11 12  9 10
  8  8  8  7  9  9  9  9]"
2024-09-02 19:46:48.450628,"(45.21, 10.5686)","(1583, 2767)","[18 18 18 19 22 20 25 24 24 25 23 23 22 22 21 22 19 20 17 18 15 16 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 16 13 30 23 39 37 40 40 47 43 52 50
 52 52 50 51 44 47 39 41 34 36 29 31 24 24 21 22 18 20 15 16 12 13 11 11
 11 11 10 10  9 10  9  9]"
2024-09-02 19:47:02.615816,"(30.0, 12.0)","(1449, 2752)","[17  9 18 19 18 18 22 20 23 24 23 23 23 23 20 22 17 17 16 16 14 15 13 13
 13 13 11 12 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 14  9 13 14 11 11 10 11
  9  9  9  9 16 11 21 19 25 23 28 26 33 30 38 36 44 40 52 49 54 54 53 53
 50 52 47 49 45 46 41 43 37 39 32 35 26 27 23 24 20 21 17 18 15 16 13 14
 11 12  9 10  9  9  9  9]"
