Measure Time,Commanded trajectory,Real trajectory,Curve
2024-09-05 21:22:06.088569,"(0, 0)","(1140, 2813)","[17  3 19 20 15 17 18 16 21 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 14 12 26 20 38 32 45 42 45 45 43 45 41 42 41 41 42 42
 41 42 37 39 35 36 34 34 34 34 33 33 31 32 24 29 23 24 20 21 17 18 15 16
 14 14 13 14 13 13 12 12]"
2024-09-05 21:22:30.826323,"(90, 3.0)","(1992, 2786)","[17 12 19 20 15 17 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 20 17 24 23 22 23 21 21 24 22 27 27 27 27 32 28 38 36 38 39
 37 37 37 37 36 37 34 36 30 33 24 27 19 20 17 18 14 15 12 13 10 11  8  9
  7  7  8  7 14  9 16 16]"
2024-09-05 21:22:51.283524,"(30.0, 3.0)","(1441, 2786)","[17 14 19 20 15 17 17 16 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 19 15 22 21 22 22 23 21 26 25 26 25 32 28 39 37 40 40 43 41 48 47
 48 49 47 48 44 46 41 42 38 39 34 36 31 32 26 30 24 26 21 23 19 20 16 17
 14 15 13 13 12 12 12 12]"
2024-09-05 21:23:11.743702,"(-30.0, 3.0)","(806, 2785)","[17  5 19 20 15 17 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 17  9 25 21 28 27 27 27 27 27 36 29 44 40 47 46 48 48 47 47 46 46 46 46
 45 46 43 44 40 42 37 39 34 36 30 32 26 26 25 26 24 25 23 23 31 28 30 31
 27 29 22 23 20 21 17 18]"
2024-09-05 21:23:32.209327,"(-90, 3.0)","(7, 2786)","[19 18 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 16 11 32 23
 45 40 50 49 49 50 46 48 44 45 44 44 43 44 40 42 35 37 33 33 39 36 40 40
 39 40 35 37 26 32 24 25 21 22 19 20 16 17 14 15 13 13 11 12 10 11  9 10
  9  9  8  8  9  9  9  9]"
2024-09-05 21:24:01.009924,"(30.0, -8.0)","(1440, 2901)","[17  6 19 20 15 17 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 15 11
 15 16 16 15 21 18 22 22 26 21 34 30 38 36 39 39 37 38 35 36 35 35 39 38
 39 39 39 39 37 38 34 35 30 32 26 29 21 22 20 20 20 20 18 19 17 17 16 16
 15 16 14 15 12 13 11 11]"
2024-09-05 21:24:21.472413,"(-30.0, -8.0)","(806, 2900)","[17 11 19 20 15 17 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 13 11 16 15
 16 17 17 16 21 19 23 22 25 24 26 25 26 26 26 26 24 25 22 23 20 21 25 21
 32 30 32 32 29 31 25 27 22 23 17 17 15 16 14 14 12 13 11 11  9 10  9  9
  8  8  8  8  9  9  9  9]"
2024-09-05 21:24:50.254863,"(90, 6.0)","(1992, 2750)","[17  3 19 20 21 20 21 22 21 20 23 22 23 23 20 22 18 18 17 18 14 16 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 25 17 31 29 29 31 27 28 23 25 26 23 36 31 45 41 49 48 48 49
 46 48 40 44 36 38 30 33 22 27 21 22 18 19 15 16 13 14 11 12 10 10  9  9
  7  8  8  7  9  9  9  9]"
2024-09-05 21:25:06.452263,"(61.12, 5.1391)","(1719, 2758)","[17  9 19 20 21 20 24 23 22 23 22 22 22 22 20 21 17 18 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 15 13 27 21 31 30 30 31 27 28 25 26 27 24 37 33 45 42 49 48 48 49
 45 47 41 43 36 38 31 34 27 29 22 23 19 20 16 18 14 15 12 13 11 11 10 10
  9  9  9  9  9  9  9  9]"
2024-09-05 21:25:23.869894,"(30.0, 6.0)","(1441, 2753)","[17  3 19 20 17 18 20 20 20 19 22 22 22 23 20 22 18 19 17 17 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 15  9 23 19 26 25 25 26 25 25 26 26 25 25 30 25 43 38 50 47 50 50 49 50
 47 48 45 46 42 44 37 39 32 34 24 25 22 23 18 20 15 16 13 14 12 12 12 12
 12 12 11 11 10 11 10 10]"
