Azimutal,Elevation,0.0,0.236,0.472,0.709,0.945,1.181,1.417,1.654,1.89,2.126,2.362,2.598,2.835,3.071,3.307,3.543,3.78,4.016,4.252,4.488,4.724,4.961,5.197,5.433,5.669,5.906,6.142,6.378,6.614,6.85,7.087,7.323,7.559,7.795,8.031,8.268,8.504,8.74,8.976,9.213,9.449,9.685,9.921,10.157,10.394,10.63,10.866,11.102,11.339,11.575,11.811,12.047,12.283,12.52,12.756,12.992,13.228,13.465,13.701,13.937,14.173,14.409,14.646,14.882,15.118,15.354,15.591,15.827,16.063,16.299,16.535,16.772,17.008,17.244,17.48,17.717,17.953,18.189,18.425,18.661,18.898,19.134,19.37,19.606,19.843,20.079,20.315,20.551,20.787,21.024,21.26,21.496,21.732,21.969,22.205,22.441,22.677,22.913,23.15,23.386,23.622,23.858,24.094,24.331,24.567,24.803,25.039,25.276,25.512,25.748,25.984,26.22,26.457,26.693,26.929,27.165,27.402,27.638,27.874,28.11,28.346,28.583,28.819,29.055,29.291,29.528,29.764,30.0
90,7.7942,22,18,19,21,25,23,25,26,15,22,12,13,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,14,7,35,32,36,35,29,35,15,17,9,11,10,8,12,11,9,9,8,9,19,18,28,27,37,28,46,46,30,38,16,20,9,12,9,7,10,9,15,15,9,9,19,14,30,30,18,23,9,11,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,7,7,9,6,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
71.69,6.8416,22,16,19,21,26,23,26,26,15,22,12,13,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,14,12,36,32,41,38,34,41,19,27,13,16,10,11,12,11,9,9,16,9,23,24,28,28,39,38,36,37,26,29,19,21,13,16,10,11,10,10,13,9,9,9,15,8,18,19,10,10,8,9,8,9,14,13,12,10,10,11,8,8,10,9,7,9,10,9,8,10,6,6,9,6,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
50.4,6.744,22,16,19,21,25,23,25,26,14,22,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,12,7,40,36,38,36,33,38,18,23,10,13,10,10,12,11,9,9,16,9,22,22,15,17,37,37,26,33,15,16,10,12,8,10,9,6,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
30.0,7.7942,22,16,19,21,26,23,25,26,15,22,12,13,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,21,7,44,43,37,39,31,37,16,19,8,12,10,8,12,11,9,9,8,9,20,20,17,15,36,36,26,30,14,15,10,12,8,9,9,6,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
11.69,6.8417,22,12,19,21,26,23,26,26,14,22,12,11,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,8,8,37,34,40,35,33,39,16,19,9,13,10,9,12,11,9,9,18,9,28,30,26,27,47,42,33,44,20,21,12,15,8,9,9,8,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
-9.6,6.744,22,8,19,21,26,23,26,26,13,22,12,11,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,8,8,20,17,30,23,22,30,13,13,10,12,10,9,12,11,9,9,30,9,44,44,39,42,45,48,31,42,19,21,12,14,8,10,9,7,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,13,8,6,9,9,7,8,7,6,7,6
-30.0,7.7942,22,21,19,21,26,23,26,26,16,23,12,13,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,14,10,9,14,19,11,10,18,11,10,16,10,10,10,10,10,12,11,9,9,40,9,53,54,43,49,47,48,26,41,19,22,12,15,8,10,9,7,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,20,19,14,17,17,18,9,15,9,9,7,8,7,6,7,6
-48.31,6.8416,22,18,19,21,26,23,25,26,13,21,12,11,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,14,13,15,10,11,10,10,8,10,9,9,12,11,9,10,10,10,15,9,9,15,10,10,12,11,18,19,49,17,62,63,44,54,51,51,28,44,20,23,12,15,8,10,9,7,10,9,9,9,9,9,7,8,12,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,13,8,9,19,20,7,14,13,14,8,8,9,9,7,8,7,6,7,6
-69.6,6.744,22,22,19,21,25,23,25,26,15,22,12,13,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,8,7,12,11,8,10,10,7,9,9,8,10,10,8,12,11,9,14,46,9,57,58,45,50,46,46,26,37,17,20,10,13,9,9,9,9,10,9,9,9,9,9,7,8,7,7,15,8,8,14,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,13,9,8,9,23,24,9,17,9,9,8,9,9,9,7,8,7,6,7,6
-90,7.7942,23,22,19,23,25,23,26,26,16,19,12,13,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,7,7,12,11,8,10,10,7,9,9,8,10,10,8,12,11,9,9,43,9,48,49,43,45,47,48,25,38,17,21,11,13,8,9,9,6,10,9,9,9,9,9,14,14,7,12,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,13,14,18,9,15,17,8,13,9,9,7,8,7,6,7,6
71.69,-6.8416,22,12,19,21,25,23,25,26,15,22,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,8,8,12,11,8,10,10,7,9,9,8,10,10,8,12,11,9,9,26,9,34,35,37,35,44,45,21,38,15,17,10,10,8,9,9,6,10,9,9,9,9,9,7,8,14,7,14,13,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
50.4,-6.7439,22,7,19,21,25,23,25,26,14,22,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,13,10,8,13,12,11,8,10,10,7,9,9,8,10,10,8,12,11,9,9,27,9,37,37,48,44,56,57,35,46,21,24,13,16,9,10,9,8,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,22,12,21,24,9,16,8,9,8,7
30.0,-7.7942,21,14,19,21,25,23,25,26,14,22,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,14,13,15,10,11,10,10,8,10,9,9,12,11,8,10,10,8,9,9,8,10,10,8,12,11,9,9,8,9,20,21,40,27,56,56,36,50,20,22,12,15,8,10,9,8,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,11,5,10,9,8,9,8,6,7,9,7,8,8,6,24,25,8,17,8,8,7,7
11.69,-6.8417,21,22,19,21,26,23,26,26,14,22,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,14,13,15,10,11,10,10,8,10,7,7,12,11,8,10,10,7,9,9,8,10,10,8,12,11,9,9,8,9,19,19,48,33,57,58,32,47,18,21,11,14,8,9,9,6,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,23,6,19,24,9,14,7,8,7,7
-9.6,-6.744,21,19,19,21,25,23,25,26,14,22,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,8,14,12,11,8,10,10,7,9,9,8,10,10,8,12,11,9,9,8,9,13,8,50,31,65,65,41,58,22,24,13,17,9,11,9,7,10,9,9,9,9,9,7,8,7,7,8,8,14,8,8,9,8,7,12,10,10,11,14,8,10,9,7,9,10,9,8,10,7,7,9,7,10,9,8,9,8,6,7,9,7,8,13,6,18,19,8,13,7,8,7,6
-30.0,-7.7942,21,19,19,21,26,23,26,26,15,23,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,14,10,8,14,12,11,8,10,10,7,9,9,8,10,10,8,12,11,9,9,8,9,18,8,40,27,59,59,39,54,23,29,12,18,10,10,9,10,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,8,6,24,24,9,17,8,9,7,7
-48.31,-6.8416,21,20,19,21,26,23,25,26,14,22,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,14,13,15,10,11,10,10,8,10,7,13,12,11,8,10,10,7,9,9,8,10,10,8,12,11,9,9,8,9,22,8,35,23,53,53,42,49,30,34,34,32,23,30,18,20,11,15,9,9,9,9,7,8,7,7,8,8,7,8,8,9,20,16,17,20,10,11,9,9,10,9,7,9,10,9,8,10,7,7,9,7,10,9,8,9,8,7,7,9,14,8,8,14,20,20,9,16,8,9,8,8
-69.6,-6.744,25,27,19,23,26,23,26,26,15,18,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,9,10,7,8,12,11,8,10,10,7,9,9,8,10,10,8,12,11,9,9,8,9,8,8,18,9,47,33,53,54,39,46,28,30,17,22,12,14,10,10,9,9,9,9,7,8,7,7,8,8,7,8,15,9,39,25,39,42,16,29,14,15,10,11,16,17,10,10,8,10,5,6,9,5,18,9,13,17,8,7,7,9,26,15,39,39,22,32,13,14,20,21,11,13
90,10.3923,23,25,19,22,26,23,26,26,15,22,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,8,8,12,11,8,10,10,7,9,9,8,10,10,8,12,11,9,9,8,9,17,16,25,25,39,25,52,53,37,45,21,28,13,17,9,10,10,9,15,16,18,18,15,15,25,25,13,21,9,11,8,9,8,7,12,10,10,11,16,14,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,18,18,9,15,9,9,19,19,10,16
76.7,9.3439,21,22,19,21,25,23,26,26,15,22,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,8,13,12,11,9,10,10,9,9,9,8,10,10,8,25,25,16,19,11,16,28,17,23,27,38,30,53,48,47,51,21,25,13,16,11,12,10,10,9,9,9,9,7,8,13,13,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,18,11,17,20
61.12,8.9012,22,13,19,21,25,23,25,25,15,22,12,13,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,7,7,35,32,25,31,21,25,11,14,8,10,10,8,12,11,14,16,15,16,24,22,23,24,29,27,39,39,27,33,13,18,8,10,9,8,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
45.21,9.1527,22,12,19,21,25,23,26,26,15,22,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,13,15,10,11,10,10,8,10,17,8,43,41,31,39,26,30,12,17,8,10,10,8,12,11,9,9,8,9,15,14,14,13,27,28,23,25,12,13,10,11,8,9,9,6,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
30.0,10.3923,22,10,19,21,25,23,25,26,15,23,12,13,13,10,12,12,12,10,13,11,11,12,11,9,11,12,23,21,26,25,21,25,13,18,10,12,15,10,38,38,27,33,17,24,12,15,8,10,10,8,12,11,9,9,8,9,8,8,8,9,23,23,26,26,18,22,11,12,8,9,9,6,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
16.7,9.3439,22,14,19,21,25,23,25,26,14,22,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,19,15,16,18,15,15,17,19,22,11,41,41,34,37,25,33,14,18,8,11,10,8,12,11,9,9,8,9,17,18,23,24,36,27,29,35,15,15,10,12,8,9,9,7,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
1.12,8.9012,22,13,19,21,25,23,25,26,14,22,12,13,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,18,15,10,17,23,16,20,23,19,12,38,37,33,34,25,32,14,18,8,11,10,8,12,11,9,9,14,9,28,24,39,39,36,38,30,37,17,19,10,13,8,9,9,8,10,9,9,9,9,9,7,8,12,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,8,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
-14.79,9.1527,22,7,19,21,26,23,26,26,14,22,12,13,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,18,15,16,17,24,19,17,22,12,12,22,20,20,20,14,20,9,12,8,10,10,8,12,11,9,9,28,9,44,42,42,43,41,41,28,35,17,19,10,12,8,9,9,7,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,11,6,7,9,7,8,8,6,9,9,7,8,7,6,7,6
-30.0,10.3923,21,7,19,21,26,23,26,26,15,23,12,12,13,10,12,12,12,10,13,11,11,12,11,9,11,12,13,10,21,21,20,21,23,19,13,18,11,13,12,11,10,11,10,9,9,9,8,10,10,8,12,11,9,9,34,9,52,50,44,49,37,41,23,33,16,19,10,12,9,10,9,8,10,9,9,9,9,9,7,8,7,7,8,8,7,8,8,9,8,7,12,10,10,11,8,8,10,9,7,9,10,9,8,10,5,6,9,5,10,9,8,9,17,12,15,17,7,8,8,6,9,9,7,8,7,6,7,6
