Measure Time,Azimuth,Elevation,Curve
2024-08-30 22:02:19.033530,40.23,16.2562,"[18  9 20 21 20 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 13 11
 25 15 41 33 48 45 51 50 51 51 51 51 48 50 45 47 42 44 40 41 39 40 37 38
 33 36 30 31 25 25 23 24 20 22 17 18 14 16 12 13 11 12 10 11  8  9  8  8
  7  8  8  8  9  9  9  9]"
2024-08-30 22:02:32.593228,30.0,18.0,"[18 12 20 21 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 12 11
 28 16 44 38 48 47 46 48 43 43 43 43 42 43 40 40 42 40 43 43 42 43 42 42
 38 41 32 35 25 29 24 24 21 23 18 20 16 17 13 14 11 12 10 11  8  9  7  8
  7  7  8  8  9  9  9  9]"
2024-08-30 22:02:45.950862,21.45,16.6856,"[18 14 20 21 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 21 15
 38 26 54 47 59 57 58 59 56 57 53 54 48 50 44 45 41 43 39 40 39 39 37 38
 33 36 27 27 26 26 25 25 23 24 21 22 18 19 15 17 13 14 12 13 11 12 10 11
 10 10 10 10  9  9  9  9]"
2024-08-30 22:02:59.510810,11.69,15.8,"[18  9 20 21 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 20 17 25 23
 39 24 57 51 63 61 62 63 60 61 55 58 46 51 44 45 44 43 46 45 46 46 44 45
 38 43 32 35 28 29 25 26 21 23 18 20 15 16 12 13 11 12 10 11  9  9  9  9
  8  9  8  8  9  9  9  9]"
2024-08-30 22:03:13.062916,1.12,15.4173,"[21 23 21 22 19 20 19 19 20 19 22 22 22 22 20 20 19 20 18 18 17 17 15 16
 13 14 11 12 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 12  9 15 14 19 17 24 22
 36 24 53 46 59 57 59 59 57 58 52 54 44 48 41 42 45 42 49 48 50 50 48 49
 41 46 32 36 27 28 23 25 20 21 18 19 15 16 13 14 11 12 10 11  9 10  9  9
  8  9  8  8  9  9  9  9]"
2024-08-30 22:03:26.621889,-9.6,15.5746,"[19 19 20 21 19 20 19 19 20 19 22 22 21 22 18 19 17 18 16 17 15 16 14 15
 12 13 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 13 11 19 16
 27 20 42 34 50 47 52 52 50 52 46 49 40 43 37 38 42 38 49 46 51 50 49 50
 43 47 36 39 27 33 25 26 22 24 19 21 16 18 13 15 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:03:40.187743,-19.77,16.2562,"[18  5 20 21 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 14  9 26 18 40 34 43 42 41 43 36 39 31 34 30 30 36 32 45 41 50 48 48 50
 41 47 34 37 24 31 22 23 19 21 17 18 14 15 12 13 11 12 10 11  8  9  8  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:03:54.249456,-30.0,18.0,"[18  8 20 21 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 20 13 28 25 30 29 29 29 27 28 24 25 21 22 25 20 37 31 43 40 42 43
 36 40 30 33 25 27 19 23 17 18 16 17 14 15 12 13 11 12 10 11  8  9  8  8
  8  8  8  8  9  9  9  9]"
2024-08-30 22:04:07.603263,-38.55,16.6856,"[18  8 20 21 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 12  9 19 15 25 22 27 26 26 27 25 26 23 24 21 22 22 20 34 26 41 38 40 41
 37 39 31 34 25 28 18 23 16 17 14 15 12 13 11 11 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:04:21.164258,-48.31,15.8,"[18  7 20 21 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 14 12 24 19 27 26 25 27 21 23 18 20 15 17 22 14 38 30 46 43 45 46
 41 44 35 38 29 32 24 27 18 22 16 18 14 15 12 13 11 12 10 11  9  9  8  8
  7  8  8  8  9  9  9  9]"
2024-08-30 22:04:34.723672,-58.88,15.4174,"[18  3 20 21 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 22 10 39 31 46 43 46 46
 42 45 34 38 27 30 23 25 18 21 16 17 14 15 13 13 12 12 11 11 10 10 10 10
 10 10 10 10 10 10  9  9]"
2024-08-30 22:04:48.282249,-69.6,15.5747,"[18  6 20 21 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 19 15 20 20 20 20 20 20 18 19 11 16 20 10 34 27 42 39 42 42
 39 41 34 36 29 31 25 27 21 23 17 18 15 16 13 14 11 12 10 11  9  9  9  9
  8  9  8  8  9  9 14  9]"
2024-08-30 22:05:02.346828,-79.77,16.2562,"[17 11 20 21 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 18 16 20 19 21 21 20 20 18 19 16 17 15 15 27 18 40 34 43 42
 41 43 37 39 34 36 30 32 23 27 18 18 16 17 14 15 13 13 11 12  9 10  9  9
  9  9  9  9 22 16 28 26]"
2024-08-30 22:05:15.908215,-90,18.0,"[19 19 20 21 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 11 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 15 13 12 16 13 12 14 15 13 14 16 13 20 17 29 26 40 34 50 45 53 52
 51 53 44 49 40 42 36 38 32 34 27 29 21 22 18 20 16 17 14 15 12 13 10 11
  9  9 21 14 32 27 36 35]"
2024-08-30 22:05:52.367069,81.45,-21.6856,"[18 10 20 20 19 20 18 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 23 15 34 29 37 36 36 37 34 35 31 32 27 29 23 24 23 23 22 22 16 20
 14 15 12 13 12 12 13 12 14 15 13 14 12 13 11 11 10 10 10 10 17 15 21 19
 23 23 22 22 22 21 23 23 24 22 28 26 27 28 24 26 20 22 15 15 14 15 14 14
 14 14 13 13 11 12  9 10]"
2024-08-30 22:06:06.423158,71.69,-20.8001,"[18  9 20 20 19 20 18 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 18 12 22 20 27 25 30 29 30 31 29 30 25 27 20 22 18 19 14 14 13 14
 12 13 11 12 12 11 13 12 14 15 13 14 14 13 19 15 25 23 25 26 24 25 24 24
 25 25 24 25 24 24 24 25 25 23 29 28 27 28 23 25 17 21 17 17 16 16 14 15
 13 14 12 12 10 11 10 10]"
2024-08-30 22:06:19.981505,61.12,-20.4174,"[18  9 20 21 19 20 18 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 24 12 35 30 39 38 37 38 31 35 25 28 20 22 14 19
 14 14 13 14 13 13 14 13 14 15 19 16 22 21 25 24 26 26 28 27 27 28 25 27
 23 24 22 22 25 23 27 24 36 33 37 37 35 36 30 32 25 27 20 21 19 20 18 19
 17 18 17 17 15 16 13 14]"
2024-08-30 22:06:33.541343,50.4,-20.5746,"[18 10 20 21 19 20 18 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 22 12 30 27 30 30 32 30 35 36 34 35 33 34 31 33
 27 30 24 25 21 23 16 19 21 16 28 25 31 30 29 30 26 27 31 27 36 34 37 37
 34 36 32 33 30 31 28 28 23 27 23 23 23 23 23 23 22 23 21 22 20 21 19 20
 18 19 16 17 15 15 13 14]"
2024-08-30 22:06:47.604302,40.23,-21.2562,"[17  3 20 21 19 20 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 22 15 30 26 36 33 39 39 38 39 37 38 37 37
 35 36 32 34 30 31 29 30 27 28 24 25 24 20 30 28 34 33 34 34 33 34 31 32
 28 30 23 23 22 23 21 21 19 20 19 19 19 19 18 18 18 18 17 17 16 16 15 16
 14 15 13 14 11 12 10 11]"
2024-08-30 22:07:01.664161,30.0,-23.0,"[17  7 20 21 19 20 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 14
 13 13 11 12 11 10 13 12 12 12 10 11 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 13 10 23 16 33 29 35 34 34 34
 32 33 29 31 30 29 29 30 25 28 22 23 16 20 16 16 16 16 16 16 22 21 17 21
 17 17 17 17 26 24 25 26 22 24 18 18 17 17 16 17 15 16 13 14 12 12 11 11
 10 10  9  9  9  9  9  9]"
2024-08-30 22:07:15.023939,21.45,-21.6856,"[17  8 20 21 19 20 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 16  9 24 20 29 27 28 29 25 27 24 24 30 27 29 30 31 28 34 33 34 34 32 33
 31 32 30 31 30 30 28 29 25 27 20 20 19 20 18 19 16 17 14 15 12 13 10 11
  9  9  9  9  9  9  9  9]"
2024-08-30 22:07:28.570216,11.69,-20.8,"[17 10 20 21 19 20 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 16 13 12 16 13 12 14 15 13 14 15 13 24 19 33 30 39 36 42 41 41 42
 40 40 38 39 35 36 33 33 34 34 34 34 31 32 30 30 27 29 21 22 18 20 16 17
 16 16 15 15 13 14 13 13]"
2024-08-30 22:07:42.633300,1.12,-20.417299999999997,"[17  4 20 21 19 20 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 18 15 22 19
 29 25 36 33 37 37 36 37 38 36 39 39 38 38 35 37 32 32 31 31 29 30 28 29
 26 28 28 26 32 30 32 32 31 32 29 30 23 27 23 23 22 22 20 21 18 19 18 18
 18 18 16 17 22 19 24 23]"
2024-08-30 22:07:56.696639,-9.6,-20.5746,"[17  6 20 21 19 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 22  9 36 30 40 38 41 41 40 40 36 38 35 35 41 39 41 41 40 41 33 36 31 32
 31 31 30 31 29 30 30 29 32 31 32 33 32 32 31 31 30 30 25 25 24 25 23 23
 21 22 20 21 19 19 17 18]"
2024-08-30 22:08:10.766758,-19.77,-21.2562,"[18 14 21 22 19 20 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 13 10 17 16 16 17 11 16 17 11
 29 19 44 38 51 48 51 51 46 50 42 44 38 40 33 35 29 30 27 28 22 22 21 21
 20 20 18 19 19 18 29 25 33 33 32 33 31 32 30 31 30 30 30 30 21 28 21 21
 21 21 19 20 17 18 16 16]"
2024-08-30 22:08:24.831640,-30.0,-23.0,"[24 24 25 25 21 23 18 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 21 17 32 27 36 37 34 36 33 34 32 33
 35 31 46 40 53 50 54 54 52 54 47 50 42 44 40 41 38 40 35 37 32 33 28 32
 26 27 24 25 22 23 21 21 28 20 38 34 40 40 38 40 34 36 31 33 24 28 22 23
 20 21 17 18 15 16 14 15]"
2024-08-30 22:08:38.689758,-38.55,-21.6856,"[18  9 20 21 19 20 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 15 10 17 17 16 17 19 18 18 19
 16 16 23 18 27 26 27 27 25 27 23 24 23 23 22 23 20 21 17 18 13 13 13 13
 12 13 11 12 16 11 23 21 23 24 29 24 30 30 27 29 23 25 18 20 14 15 13 14
 11 12  9 10  9  9  9  9]"
2024-08-30 22:08:52.748968,-48.31,-20.8,"[18  9 20 21 19 20 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 14  9 15 15 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9 16 13 24 21 26 25 27 26 25 26 21 23 17 18 13 13 12 12 11 11
 10 10  9 10  9  9  9  9]"
2024-08-30 22:09:06.811557,-58.88,-20.4174,"[18 10 20 21 19 20 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 17 15 17 17 15 17
 10 14 17 14 25 21 28 27 27 28 26 27 25 26 24 25 23 24 22 23 21 22 19 21
 15 17 14 14 13 13 12 12]"
2024-08-30 22:09:20.880296,-69.6,-20.5747,"[18  8 20 21 19 20 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 13 10 17 16 17 17 11 16 10 11
 14  9 18 16 17 18 13 16 14 15 20 15 27 24 27 27 25 26 24 24 26 25 25 26
 23 25 22 22 28 25 35 32 35 36 35 35 33 34 29 32 23 26 19 19 17 18 16 17
 14 15 13 14 12 12 11 11]"
2024-08-30 22:09:34.942248,-79.77,-21.2562,"[18  8 20 21 19 20 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 22 15 30 27 30 31 29 30 28 28 27 28 27 27
 29 28 33 31 36 35 36 37 34 36 29 32 19 26 19 19 18 18 26 22 30 29 29 30
 26 27 20 20 20 20 19 19]"
2024-08-30 22:10:11.203495,90,21.0,"[18 10 20 21 19 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 22 15 31 27 33 32 32 33 32 32 30 31 27 28 24 26 24 24 38 31 42 41
 41 42 38 40 31 34 28 30 25 27 21 21 18 20 16 17 13 14 11 12 10 10  9  9
  8  9  8  8  9  9  9  9]"
2024-08-30 22:10:24.862221,82.75,19.6573,"[17 10 20 21 19 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 14 10 17 17
 17 17 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 16  9 31 23 38 35 40 40 39 40 37 38 34 36 31 33 28 30 26 27 37 31 42 41
 41 42 38 40 32 35 29 31 26 28 21 22 18 20 15 17 12 13 10 11  8  9  8  8
  7  7  8  8  9  9  9  9]"
2024-08-30 22:10:38.213345,74.58,18.672,"[17  5 20 21 19 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 12 11
 28 18 43 36 49 46 48 49 47 48 45 46 42 44 39 40 34 37 30 31 35 32 39 38
 38 39 33 36 24 29 22 23 20 21 17 19 15 16 13 14 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:10:51.569477,65.71,18.1024,"[17  6 20 21 19 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 11 11
 28 16 43 37 49 47 48 49 45 47 42 44 39 41 35 37 30 33 28 28 38 32 41 40
 39 40 35 37 29 32 23 27 21 22 19 20 17 18 15 16 13 14 11 12  9 10  8  9
  7  8  8  8  9  9  9  9]"
2024-08-30 22:11:04.920914,56.5,17.988,"[17  4 20 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 17 12 17 17 19 18 22 20 22 22
 21 22 19 20 12 17 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 20  9 34 28 38 37 37 37 40 37 41 41 38 40 31 35 27 28 27 26 37 32 39 39
 36 38 30 33 21 27 20 21 18 19 15 16 12 13 11 11 11 12 10 11  8  9  8  8
  7  8  8  8  9  9  9  9]"
2024-08-30 22:11:18.777996,47.41,18.3375,"[17  4 20 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 14 10 15 15
 11 14 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 23  9 39 32 44 42 44 44 43 43 42 43 40 41 35 38 31 32 32 31 40 36 41 41
 39 41 32 36 23 29 22 23 19 20 16 18 14 15 12 13 11 12 10 11  9  9  8  9
  8  8  8  8  9  9  9  9]"
2024-08-30 22:11:32.130526,38.86,19.1254,"[17 13 20 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 12 11
 27 17 42 36 48 46 47 48 44 46 41 43 38 39 33 35 27 29 32 28 40 37 41 41
 38 40 31 35 23 28 21 22 17 19 15 16 13 14 12 12 11 12 10 11  8  9  8  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:11:45.483834,30.0,21.0,"[17  9 20 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 21  9 36 29 42 40 42 42 41 41 40 40 38 39 34 36 29 31 25 27 29 26 36 34
 35 36 30 33 22 28 20 21 19 20 17 18 14 15 13 13 11 12 10 11  9  9  8  8
  8  8  8  8  9  9  9  9]"
2024-08-30 22:11:59.648521,22.75,19.6573,"[17 11 20 21 18 19 18 18 21 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 23  9 38 31 45 42 45 45 43 44 41 42 36 39 33 35 31 32 28 29 33 30 39 37
 37 38 33 36 28 31 22 25 19 21 17 18 14 16 12 13 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:12:12.802110,14.58,18.672,"[17 12 20 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 20  9 34 27 40 37 41 41 39 40 36 38 35 35 33 34 31 32 30 31 35 32 40 38
 38 40 33 36 27 30 21 24 18 19 15 16 13 14 12 12 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:12:26.156197,5.71,18.1024,"[17  9 20 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 18  9 31 25 36 34 35 36 33 34 35 34 34 35 32 33 31 31 27 30 36 31 40 39
 38 39 34 36 29 31 21 27 20 21 17 19 15 16 13 14 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:12:39.508086,-3.5,17.988,"[17  8 20 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 16  9 26 20 34 30 35 35 35 35 34 35 33 34 31 32 30 30 29 29 38 33 42 41
 41 42 37 39 31 34 26 29 21 24 19 20 16 17 13 15 11 12 10 11  9  9  9  9
  9  9  9  9  9  9  9  9]"
2024-08-30 22:12:52.864734,-12.59,18.3375,"[17  5 20 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 13  9 20 16 31 26 36 34 36 36 35 35 32 33 29 30 27 28 31 28 43 37 47 46
 46 47 42 45 36 39 32 34 27 30 22 23 19 21 16 18 13 15 11 12  9 10  9  9
  8  8  8  8  9  9  9  9]"
2024-08-30 22:13:07.239612,-21.14,19.1254,"[17 11 20 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 17 12 24 21 30 28 31 32 29 31 25 27 21 23 20 20 29 22 43 36 48 46
 46 48 39 44 34 36 29 32 25 27 20 21 18 19 15 16 13 14 12 12 10 11  9  9
  8  9  8  8  9  9  9  9]"
2024-08-30 22:13:20.596270,-30.0,21.0,"[17 13 20 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 18 14 22 21 20 21 19 19 18 18 17 17 17 16 28 21 39 34 42 41
 37 41 33 35 30 32 25 28 21 23 16 17 13 14 11 12 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:13:33.737526,-37.25,19.6573,"[17 10 20 21 18 19 18 18 21 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 15 10 18 16 31 24 37 35
 37 38 33 35 30 31 27 29 23 26 16 16 15 16 13 14 11 12 10 11  9  9  8  9
  8  8  8  8  9  9  9  9]"
2024-08-30 22:13:46.891214,-45.42,18.6719,"[17  9 20 21 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 13  9 14 14 11 11 10 11
  9  9 17 13 22 20 22 22 19 21 13 14 12 13 11 11 10 10 17 13 27 22 39 35
 41 41 39 40 35 37 30 32 23 27 17 17 16 16 14 15 12 13 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
