Measure Time,Azimuth,Elevation,Curve
2024-08-30 21:49:27.805088,-74.79,10.5686,"[19 10 22 22 19 21 19 19 21 19 23 23 22 22 21 21 19 20 16 17 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 20 13 32 27 34 34 32 34 31 31 35 33 36 35 47 38 59 54 63 62 60 62
 56 59 50 53 44 47 36 40 28 33 26 27 23 24 20 21 18 19 16 17 14 15 13 13
 12 12 11 11 10 10  9 10]"
2024-08-30 21:49:42.478395,-90,12.0,"[19  9 22 22 25 23 28 27 28 28 27 27 27 27 26 27 24 25 23 24 21 22 19 20
 18 18 16 17 15 16 14 14 12 13 11 11 12 12 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 15  9 16 15 11 16 11 11
 10 10 10 10 18 15 30 24 38 36 38 38 35 37 33 32 46 36 59 53 62 61 60 62
 56 59 51 53 46 49 41 44 34 38 29 30 25 27 22 23 18 20 16 17 14 15 12 13
 12 12 11 12 11 11 10 10]"
2024-08-30 21:50:18.344814,76.7,-15.7894,"[19  7 22 22 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 19 14 25 22 29 24 44 38 51 49 50 51 44 48
 35 38 29 32 25 26 19 24 19 19 18 19 16 17 15 15 14 14 19 16 25 23 26 24
 33 30 33 34 32 33 30 31 28 29 27 27 26 26 19 24 19 19 17 18 14 15 13 14
 12 12 10 11  9 10  9  9]"
2024-08-30 21:50:33.211946,61.12,-15.2782,"[19  6 22 22 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 23 18 29 27 31 29 42 35 48 46 48 49 43 46
 36 39 33 34 38 35 42 41 40 42 33 38 28 30 23 27 28 23 29 29 31 30 32 31
 32 33 30 31 34 32 37 36 35 36 33 34 27 32 27 27 25 26 21 23 18 20 16 17
 14 15 13 14 12 13 11 12]"
2024-08-30 21:50:48.071837,45.21,-15.5686,"[19  9 22 22 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 13 10 17 15 28 19 41 35 44 43 43 44
 42 42 41 41 39 40 37 38 35 36 32 34 28 30 27 27 21 26 22 22 22 22 22 22
 22 22 21 22 19 20 22 19 27 26 28 28 25 26 19 22 17 18 15 16 13 14 11 12
 11 11 11 11 11 11 10 11]"
2024-08-30 21:51:02.742017,30.0,-17.0,"[19 12 22 22 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 19 14 26 22
 33 29 37 35 36 36 35 36 34 35 33 33 33 33 34 34 33 34 31 32 30 30 31 31
 32 32 31 32 29 30 27 28 22 27 22 22 22 22 22 22 23 22 23 23 22 22 19 21
 17 18 14 16 12 13 11 12]"
2024-08-30 21:51:17.222813,16.7,-15.7894,"[19  5 22 22 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 16 14 12 16 13 12 14 15 13 14 23 16 34 28 42 39 44 44 42 43 43 41
 46 45 45 46 41 43 37 39 35 36 32 34 29 31 23 28 21 22 18 19 15 16 14 14
 12 13 11 12 15 11 17 16]"
2024-08-30 21:51:32.089180,1.12,-15.2783,"[19 12 22 22 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 19 16 22 21
 21 22 21 21 26 23 31 29 32 32 29 31 27 28 28 28 30 27 35 32 35 35 34 35
 34 34 36 34 35 36 34 35 31 32 28 29 23 27 23 23 21 22 19 20 16 17 15 16
 14 15 14 14 19 18 14 19]"
2024-08-30 21:51:46.962812,-14.79,-15.5686,"[19  4 22 22 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 15  9 17 17 17 17 17 16
 26 19 38 32 44 41 46 46 46 46 43 45 39 41 37 38 35 36 32 33 29 30 29 29
 30 30 29 30 28 28 30 30 29 30 27 29 23 23 22 22 21 22 19 20 18 19 17 17
 16 17 16 16 15 15 14 15]"
2024-08-30 21:52:01.632685,-30.0,-17.0,"[19 16 21 22 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 25 17 40 35 45 44 44 45 41 43
 40 39 51 44 58 55 60 60 59 60 57 58 50 54 46 48 42 44 38 40 30 36 29 30
 26 28 25 25 30 24 32 31 29 31 25 25 23 24 22 23 20 21 19 20 19 19 19 19
 18 18 17 17 15 16 13 14]"
2024-08-30 21:52:16.094449,-43.3,-15.7894,"[19  5 21 22 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 16  9 18 17 16 17 10 16
 14  9 20 16 27 24 29 28 27 28 23 26 20 22 18 19 13 17 13 13 13 13 12 13
 12 12 20 15 25 23 29 26 33 34 31 32 26 28 21 24 16 20 14 15 13 13 11 12
 10 11  9  9  9  9  9  9]"
2024-08-30 21:52:30.966546,-58.88,-15.2782,"[19 15 21 22 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 17 10 27 21 33 31 34 34 31 34 26 29 22 24 15 20 14 15 13 14 11 12 10 10
  8  9  8  8  9  9  9  9]"
2024-08-30 21:52:45.843570,-74.79,-15.5686,"[19 12 21 22 19 20 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 14 10 16 16 15 15 11 11 10 11
 14  9 17 15 12 17 13 12 14 15 13 14 22 17 26 25 26 26 21 24 18 19 12 17
 21 12 34 27 40 37 39 40 36 37 34 35 30 32 25 28 19 22 19 19 28 25 27 27
 24 26 19 20 18 18 16 17]"
2024-08-30 21:53:21.509539,90,15.0,"[19 17 21 22 24 22 27 26 26 27 25 25 23 24 21 22 19 20 18 18 16 17 15 15
 13 14 11 12 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 22 18 25 24 24 25 28 25 33 31 36 33
 48 41 61 54 67 64 66 67 63 65 58 61 54 56 50 52 49 49 49 49 48 49 46 47
 44 45 42 43 35 40 33 34 29 31 24 27 21 23 18 19 17 17 17 17 17 17 16 16
 14 15 13 14 12 12 11 11]"
2024-08-30 21:53:35.569208,79.58,13.7263,"[20 17 21 22 22 21 25 24 24 25 23 23 22 22 21 21 18 19 16 17 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 19 16 22 21 24 23 30 26 34 33 36 34
 49 41 62 56 68 66 67 68 64 66 60 62 55 58 50 52 47 48 43 46 41 41 40 40
 42 42 40 41 33 39 31 32 27 29 24 26 21 22 19 20 17 18 16 17 15 15 14 14
 13 14 12 13 12 12 11 11]"
2024-08-30 21:53:49.327218,67.53,12.9862,"[18  7 21 22 23 22 25 25 24 25 23 23 22 22 20 21 17 19 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 19 15 22 21 29 24 33 31 34 32
 47 39 61 54 66 64 65 66 63 64 58 61 54 56 48 51 45 46 50 47 52 52 49 51
 47 48 44 45 39 42 32 36 28 30 24 26 21 22 19 20 17 18 15 16 13 14 11 12
 11 11 10 11 10 10 10 10]"
2024-08-30 21:54:03.294927,54.66,12.8723,"[18 12 21 22 21 21 24 24 23 24 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 17 13 21 20 21 21 23 21 28 25 30 27
 43 35 57 51 63 61 62 62 59 61 56 58 54 55 51 53 51 50 58 53 59 59 55 57
 51 53 47 50 42 45 35 39 32 34 27 30 23 25 21 22 19 20 17 18 15 16 13 14
 12 13 12 12 11 11  9 10]"
2024-08-30 21:54:17.057700,42.19,13.4003,"[21 22 21 22 23 22 26 25 24 25 23 23 21 22 18 20 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 21 16 24 23 23 23 27 24 32 30 33 31
 45 37 59 52 65 63 64 65 62 63 60 61 58 59 55 56 53 53 57 54 58 58 55 56
 51 53 47 49 42 44 35 38 32 34 27 30 23 25 19 21 16 17 14 15 13 13 12 13
 11 12 10 11  9 10  9  9]"
2024-08-30 21:54:30.820474,30.0,15.0,"[21 21 21 22 25 23 27 26 25 26 23 24 22 22 20 20 18 19 16 17 14 15 13 13
 12 13 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 18 15 20 20 20 20 23 21 29 26 30 28
 41 32 56 49 62 60 62 62 60 61 57 59 55 56 52 53 49 50 50 49 52 51 50 51
 47 49 41 44 34 39 32 33 28 30 25 27 21 23 18 19 15 16 14 14 12 13 11 12
 10 10  9  9  9  9  9  9]"
2024-08-30 21:54:44.373044,19.58,13.7263,"[18  9 21 21 26 24 28 28 26 27 25 25 23 24 21 22 18 19 16 17 14 15 14 13
 15 15 13 14 11 12 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 16 12 19 18 22 21 22 23 26 24 26 25
 35 28 51 42 59 55 58 59 58 58 56 57 53 54 50 52 48 48 52 49 54 54 52 54
 48 51 43 46 38 41 31 35 28 30 25 26 23 24 20 21 18 19 15 17 13 14 12 13
 10 11  9 10  9  9  9  9]"
2024-08-30 21:54:58.130607,7.53,12.9863,"[18 10 21 21 28 24 29 29 27 28 26 26 24 25 22 23 20 20 19 19 17 18 16 16
 15 15 13 14 11 12 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 14 10 18 17 18 18 18 19 25 22 25 24
 33 27 48 39 57 53 56 57 55 56 54 55 50 52 46 48 42 43 49 44 52 51 50 51
 46 48 40 44 32 38 30 31 27 28 26 26 25 26 23 24 21 22 17 19 15 16 13 14
 11 12 11 11 11 11 10 11]"
2024-08-30 21:55:12.094584,-5.34,12.8722,"[18  6 21 21 26 23 28 28 27 28 27 27 25 26 20 22 20 19 20 20 17 19 15 16
 13 14 12 13 11 12 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 13  9 15 14 21 18 22 20
 32 27 46 38 54 51 53 54 50 51 48 49 43 45 40 41 40 39 45 41 50 48 47 49
 43 45 37 41 29 34 26 28 24 25 25 24 25 25 24 25 21 23 18 19 15 17 14 15
 13 14 12 12 10 11  9 10]"
2024-08-30 21:55:25.856377,-17.81,13.4003,"[18 12 21 21 26 23 28 28 27 28 27 27 24 26 20 22 19 19 19 19 17 18 16 17
 14 15 12 13 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 16 11
 25 20 40 32 47 44 44 46 41 42 40 41 35 37 38 35 46 43 52 49 55 54 53 55
 47 50 41 44 34 37 28 32 27 28 27 27 26 26 24 25 22 23 19 20 17 18 16 16
 15 15 13 14 12 12 10 11]"
2024-08-30 21:55:39.617466,-30.0,15.0,"[18  7 21 21 20 21 21 21 21 21 22 22 21 22 17 19 16 17 16 16 14 15 13 14
 13 13 11 12 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 15  9 28 19 42 35 46 45 45 46 39 43 37 38 37 36 44 39 53 49 57 55 55 56
 51 53 46 48 40 43 32 36 26 28 24 25 22 23 21 21 18 20 16 17 14 15 12 13
 11 11 10 10  9 10  9  9]"
2024-08-30 21:55:53.177665,-40.42,13.7262,"[18  6 21 21 24 22 27 26 25 26 23 24 22 22 20 21 18 19 16 17 15 16 15 15
 13 14 11 12 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 23 16 35 29 40 38 38 39 36 37 36 36 37 36 43 38 52 48 55 54 53 55
 49 51 44 47 36 40 26 32 24 26 21 23 18 20 16 17 14 14 12 13 11 12 10 11
  9 10  9  9  9  9  9  9]"
2024-08-30 21:56:06.942794,-52.47,12.9863,"[18 12 21 21 24 22 27 27 26 27 25 25 22 24 21 22 19 20 17 19 16 17 14 15
 12 13 11 12 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 14  9 23 17 33 29 35 35 34 35 33 34 34 33 34 34 39 34 48 43 49 49 47 48
 44 45 41 42 36 38 30 33 25 27 22 23 20 21 18 19 16 17 14 14 12 13 11 11
 10 10  9  9  9  9  9  9]"
2024-08-30 21:56:20.904053,-65.34,12.8722,"[18 12 21 21 23 22 28 27 27 28 26 27 25 26 23 24 21 22 19 20 17 18 16 16
 14 15 12 13 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 17 13 25 22 24 25 23 22 29 24 30 30 30 30 33 29 42 37 42 42 41 41
 40 40 39 40 35 37 31 33 27 29 22 22 20 21 17 18 15 16 14 14 12 13 11 12
 10 10  9  9  9  9  9  9]"
2024-08-30 21:56:35.683267,-77.81,13.4004,"[18 16 21 21 23 22 27 26 27 28 26 27 24 25 22 23 20 21 19 20 16 18 14 15
 12 13 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 14 13 22 18 25 24 24 25 30 25 30 31 29 30 30 27 35 32 41 38 43 43
 41 42 39 40 36 38 32 35 26 29 21 22 18 19 16 17 14 15 13 13 13 13 12 12
 12 12 11 11 10 11 10 10]"
2024-08-30 21:56:49.442117,-90,15.0,"[18 11 21 21 20 21 21 21 21 21 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 12 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 16 13 25 21 30 28 31 31 31 31 29 30 24 26 29 22 42 36 49 46 48 49
 45 47 41 43 38 40 32 35 27 30 23 23 21 22 18 19 15 16 13 14 12 13 11 12
 10 11  9 10 18 14 23 21]"
2024-08-30 21:57:25.696743,79.58,-18.726300000000002,"[18 10 21 21 20 20 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 22 17 23 22 34 27 46 42 51 50 50 51 44 48
 35 39 28 32 24 26 19 23 19 19 17 18 15 16 13 14 12 13 20 15 25 23 26 24
 32 29 32 33 31 32 29 30 26 29 23 24 18 18 17 17 15 16 13 14 11 12 10 10
  9  9  9  9  9  9  9  9]"
2024-08-30 21:57:40.456204,67.53,-17.9863,"[18 13 21 21 20 20 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 13 12 24 18 32 29 32 32 32 31 37 33 42 40 41 42 37 39
 31 34 25 28 19 23 19 19 18 19 17 18 15 16 14 14 21 14 25 23 24 24 25 23
 31 29 34 33 38 36 38 39 35 38 31 32 28 30 21 27 20 21 17 19 15 16 13 14
 12 12 12 12 11 12 10 10]"
2024-08-30 21:57:54.414557,54.66,-17.8722,"[18  7 21 21 20 20 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 15 12 23 19 23 23 28 25 35 32 44 38 46 45 43 45
 35 40 27 30 26 26 32 29 33 33 29 31 26 28 28 26 33 30 36 35 36 36 34 35
 32 33 29 31 27 28 30 29 31 32 29 30 25 25 25 25 23 24 21 22 19 20 17 18
 16 17 14 15 12 13 11 11]"
2024-08-30 21:58:08.675683,42.19,-18.4003,"[18  7 21 21 20 20 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 14 10 23 18 29 27 33 31 37 35 37 37
 37 37 37 37 36 36 36 36 35 36 32 34 27 30 19 24 19 19 26 22 27 27 27 27
 26 26 25 25 20 20 20 20 20 20 20 20 18 19 16 17 14 15 14 14 13 14 12 13
 10 11  9 10  9  9  9  9]"
2024-08-30 21:58:22.947484,30.0,-20.0,"[18  9 21 21 20 20 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 18 14 25 21 26 26
 25 26 23 24 35 29 36 36 34 36 32 33 32 32 31 31 30 31 29 30 29 28 32 31
 31 32 27 29 21 26 21 21 19 20 17 18 15 16 15 15 16 15 16 16 14 15 12 13
 10 11  9 10  9  9  9  9]"
2024-08-30 21:58:37.011869,19.58,-18.7262,"[18  7 21 21 20 20 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 23 18 31 27 34 34 33 34 31 32 29 30 29 28
 33 31 36 35 36 36 33 34 30 31 28 29 20 26 20 20 17 19 15 16 14 15 13 13
 11 12  9 10 10  9 17 13]"
2024-08-30 21:58:50.775936,7.53,-17.9863,"[18  6 21 21 20 20 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 20 17 20 20
 19 20 19 19 21 19 28 24 31 31 28 30 27 27 27 27 29 27 33 31 35 34 41 38
 47 46 47 47 42 44 40 41 37 39 33 35 31 32 25 30 24 25 21 23 19 20 18 18
 17 17 16 16 16 16 16 16]"
2024-08-30 21:59:05.238888,-5.34,-17.8721,"[18  6 21 21 20 20 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 14 11
 22 16 32 27 38 35 41 40 41 41 37 39 37 37 38 38 36 37 36 36 35 36 32 33
 33 32 33 34 32 32 30 31 30 30 29 29 24 29 24 24 23 24 23 23 22 22 20 21
 18 19 17 17 17 17 16 17]"
2024-08-30 21:59:20.009294,-17.81,-18.4003,"[18  8 21 21 20 20 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 14  9 14 15 11 11 10 11
 13  9 29 18 40 36 40 40 40 40 39 40 36 37 30 33 26 27 25 26 25 25 26 25
 26 27 25 26 25 24 32 29 34 34 33 33 31 32 29 30 27 28 22 22 21 22 20 21
 18 19 16 17 14 15 12 13]"
2024-08-30 21:59:34.779117,-30.0,-20.0,"[18 12 21 21 20 20 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 21 10 38 32 43 42 43 43 40 41
 40 38 50 43 58 55 59 58 58 59 55 57 49 52 44 46 40 42 36 38 29 35 29 29
 27 28 26 26 26 26 26 26 25 26 25 25 24 25 23 24 22 22 20 21 20 20 20 20
 19 19 17 18 15 16 14 15]"
2024-08-30 21:59:50.355307,-40.42,-18.7262,"[18 10 21 21 20 20 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 16 10 28 23 33 32 32 33 28 31
 24 26 25 23 30 28 30 30 30 30 29 29 26 27 22 24 17 21 16 17 15 16 14 15
 12 13 17 14 18 17 32 26 35 35 33 34 26 30 21 24 16 19 14 15 13 14 12 12
 11 11 10 10  9  9  9  9]"
2024-08-30 22:00:05.627832,-52.47,-17.9863,"[18  9 21 21 20 20 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10 16 14 22 19 25 24 23 25 20 22 17 18 12 15 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:00:20.102108,-65.34,-17.8722,"[18 10 21 21 20 20 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10 14  9
 16 15 20 18 25 22 31 29 31 31 29 30 27 28 24 26 22 22 20 21 15 15 14 14
 12 13 10 11  9 10  9  9]"
2024-08-30 22:00:34.368895,-77.81,-18.400399999999998,"[18 11 21 21 20 20 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 14 10 16 16 15 16 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 22 16 30 26 32 31 29 31 26 27 24 25 23 24
 22 23 27 24 33 30 33 33 33 33 31 32 26 29 23 24 19 22 29 24 32 31 31 32
 28 30 22 25 19 20 17 18]"
2024-08-30 22:01:10.945363,90,18.0,"[18  7 21 21 20 20 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 14
 12 13 11 12 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 17  9 29 23 34 32 36 35 35 36 32 34 29 30 27 27 26 26 32 27 38 36 38 38
 35 37 30 32 26 28 20 24 19 19 17 18 14 15 12 13 11 12 10 11  9  9  8  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:01:24.801575,81.45,16.6856,"[18 13 21 21 20 20 19 20 20 19 22 22 21 22 17 19 16 17 16 16 16 16 17 17
 15 16 13 14 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 13 11
 25 15 38 32 40 40 41 39 44 44 42 43 38 40 36 36 34 35 33 34 34 34 34 34
 31 33 27 29 22 22 20 21 17 19 15 16 13 14 11 12 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:01:38.354873,71.69,15.8001,"[18  6 21 21 20 20 19 20 20 19 22 22 21 22 18 19 17 17 16 17 15 16 14 15
 13 14 12 13 12 12 12 12 11 12 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 21 16 23 22
 37 24 53 47 57 56 56 57 54 55 52 53 45 48 42 43 39 41 35 37 34 34 33 34
 32 33 27 27 26 27 24 25 20 22 17 19 15 16 14 15 13 13 11 12 10 11 10 10
  9  9  9  9  9  9  9  9]"
2024-08-30 22:01:51.909710,61.12,15.4174,"[18  4 21 21 20 20 19 19 20 19 22 22 22 22 21 21 20 21 19 20 17 18 14 15
 14 14 13 14 12 12 11 12 10 11 10 10 12 11 17 12 17 17 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 14  9 16 15 22 19 26 23
 42 31 59 52 64 62 63 63 60 61 57 58 52 55 47 50 43 45 36 40 28 34 28 28
 28 28 26 27 22 24 19 21 16 17 13 15 11 12 11 11 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-08-30 22:02:05.468962,50.4,15.5746,"[18 14 20 21 20 20 19 19 20 19 22 22 21 22 18 19 18 18 16 17 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 21 16 24 22
 39 26 56 50 62 60 61 62 60 61 57 58 53 55 49 51 45 47 40 43 35 37 28 34
 27 28 26 27 24 25 21 23 18 20 16 17 14 15 12 13 11 12 10 11  8  9  8  8
  7  7  8  7  9  9  9  9]"
